tweet,polaritas,sentimen
"['fess', 'jakarta', 'burgernya', 'dihargain', 'pakai', 'telur', 'keju', 'harga', 'burgernya']",3,Positif
"['susulan', 'pewartaan', 'ayam', 'telur', 'ayam', 'barang', 'kawalan', 'akta', 'kawalan', 'bekalan', 'berperanan', 'bekalan', 'sentiasa', 'stabil', 'mencukupi', 'mudah', 'diperoleh', 'pengguna', 'harga', 'munasabah', 'pasaran', 'berita', 'penuh']",3,Positif
"['harga', 'telur', 'turuntapi', 'pasaran', 'harga', 'telur', 'karpet', 'rbu', 'harga', 'bubagaimana']",9,Positif
"['harga', 'telur', 'turun', 'gilagilaan', 'gerindra', 'nasihat', 'pemerintah']",-1,Negatif
"['telur', 'sekilo', 'isi', 'biji', 'dipasin', 'harga', 'sekilo', 'rban', 'harganya', 'dipesen']",8,Positif
"['gerindra', 'pemerintah', 'bantu', 'atasi', 'anjloknya', 'harga', 'telur', 'apbn', 'psi', 'kemana', 'partai', 'rakyat', 'berjuang', 'rakyat', 'id']",-7,Negatif
"['harga', 'telur', 'berangsur', 'turun', 'pedagang', 'sepi', 'pembeli', 'mari', 'percaya', 'berdoa', 'besok', 'harinya', 'habis', 'gelap', 'terbitlah', 'terang', 'selamat', 'telur', 'sedunia', 'peternak', 'dunia']",18,Positif
"['wanita', 'inggris', 'bernama', 'kim', 'broughton', 'menjual', 'sebutir', 'telur', 'harga', 'rp', 'juta', 'alasan', 'menjual', 'telur', 'telurnya', 'memiliki', 'bentuk', 'bulat', 'sempurna']",4,Positif
"['harga', 'pete', 'murah', 'resep', 'olahan', 'pete', 'telur', 'dadar', 'sambal', 'goreng', 'pete', 'nikmat']",13,Positif
"['harga', 'telur', 'ayam', 'bali', 'mendadak', 'anjlok', 'penyebabnya']",3,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'selem', 'telor', 'lenjer', 'adaan', 'lenjer', 'kulit', 'paketan', 'harga', 'terjangkau', 'minat', 'order', 'dm']",17,Positif
"['gerindra', 'pemerintah', 'bantu', 'atasi', 'anjloknya', 'harga', 'telur', 'apbn', 'muzani', 'menilai', 'dibiarkan', 'beban', 'telur', 'komoditas', 'rakyat', 'indonesia', 'sumber', 'merdeka', 'com']",-12,Negatif
"['gerindra', 'pemerintah', 'bantu', 'atasi', 'anjloknya', 'harga', 'telur', 'apbn']",-4,Negatif
"['peternak', 'petelur', 'hancur', 'dirasakan', 'bertahan', 'harga', 'telur', 'mencapai', 'kg', 'bep', 'kg', 'keseriusan', 'pemerintah', 'kroscek', 'dilapangan', 'nb']",5,Positif
"['fraksi', 'gerindra', 'soroti', 'anjoknya', 'harga', 'telur', 'dibiarkan', 'berlarut']",5,Positif
"['harga', 'pakan', 'ayam', 'turunin', 'harga', 'telur', 'murah', 'bagus', 'masyarakat']",9,Positif
"['diakui', 'peternak', 'unggas', 'sejahtera', 'putera', 'blitar', 'ketua', 'putera', 'sukarman', 'kondisi', 'peternak', 'terganggu', 'covid', 'harga', 'telur', 'stabil', 'jatuh', 'harga', 'pakan', 'melambung', 'konsentrat', 'pabrikan', 'jagung']",10,Positif
"['serapan', 'pasar', 'rendah', 'produksi', 'melimpah', 'diserap', 'maksimal', 'pasar', 'menyebabkan', 'harga', 'telur', 'mengalami', 'penurunan', 'akibatnya', 'peternak', 'ayam', 'petelur', 'mengalami', 'kerugian']",1,Positif
"['muzani', 'menilai', 'penyebab', 'harga', 'telur', 'anjlok', 'tingginya', 'harga', 'pakan', 'ayam', 'produksi', 'ayam', 'petelur', 'dampak', 'penerapan', 'ppkm']",-9,Negatif
"['wakil', 'ketua', 'mpr', 'sekretaris', 'jenderal', 'sekjen', 'partai', 'gerindra', 'ahmad', 'muzani', 'menanggapi', 'anjloknya', 'harga', 'telur', 'pasar', 'mencapai', 'rp', 'ribu', 'kilogram', 'dibiarkan', 'berlarut', 'sumber', 'makanan', 'utama', 'rakyat']",7,Positif
"['eggslap', 'harga', 'murah', 'itupun', 'isinya', 'telor', 'ceplok', 'mateng', 'ham', 'segede', 'burger', 'king', 'emang']",8,Positif
"['harga', 'telur', 'anjlok', 'sekjen', 'pemerintah', 'bantu', 'peternak', 'ayam']",-2,Negatif
"['harga', 'telur', 'anjlok', 'peternak', 'dorong', 'menko', 'airlangga', 'bentuk', 'industri', 'telur', 'olahan']",3,Positif
"['semoga', 'reshuffle', 'menteri', 'pertanian', 'syahrul', 'yasin', 'limpo', 'mulutmu', 'hasil', 'nol', 'harga', 'telur', 'jagung', 'kedelai']",3,Positif
"['gerindra', 'pemerintah', 'bantu', 'atasi', 'anjloknya', 'harga', 'telur']",-4,Negatif
"['holding', 'bumn', 'pangan', 'gandeng', 'swasta', 'stabilkan', 'harga', 'telur']",6,Positif
"['harga', 'telur', 'turun', 'harga', 'kacang', 'kejepit']",3,Positif
"['harga', 'bakso', 'telur', 'mahal', 'bakso', 'urat']",4,Positif
"['barang', 'meningkat', 'sdgkan', 'permintaan', 'harap', 'maklum', 'harga', 'turun', 'barang', 'telur', 'buffersimpan', 'ahli', 'pencerahan', 'dimana', 'sebtl', 'permasalahan']",6,Positif
"['harga', 'telur', 'ambon', 'stabil']",6,Positif
"['ppp', 'harga', 'telur', 'daerah', 'kalean']",3,Positif
"['fess', 'open', 'order', 'ekado', 'isian', 'telur', 'puyuh', 'dibalut', 'daging', 'ayam', 'isian', 'mozarella', 'harga', 'kpack', 'pcs', 'dom', 'malang', 'pemesanan', 'dm']",-5,Negatif
"['turunnya', 'harga', 'telur', 'berimbas', 'kerugian', 'peternak', 'ayam']",0,Positif
"['sekretaris', 'jenderal', 'sekjen', 'partai', 'gerindra', 'ahmad', 'muzani', 'pemerintah', 'membantu', 'peternak', 'ayam', 'anjloknya', 'harga', 'telur', 'pasar', 'mencapai', 'rp', 'kilogram']",1,Positif
"['ngomong-ngomong', 'sambat', 'curhat', 'harga', 'ayam', 'kg', 'besok', 'menu', 'jumat', 'berkah', 'pakai', 'telur', 'balado', 'bihun', 'pakai', 'buah', 'hihi', 'bismillaaaah', 'donasi', 'banget', 'sayang', 'bermanfaat']",17,Positif
"['harga', 'jagung', 'pakan', 'peternak', 'istana', 'dikepung', 'telur', 'ayam']",1,Positif
"['harga', 'telur', 'blitar', 'turun']",4,Positif
"['harga', 'telur', 'anjlok', 'peternak', 'dorong', 'menko', 'airlangga', 'bentuk', 'industri', 'telur', 'olahan']",3,Positif
"['ikhwan', 'classmate', 'ramai', 'order', 'nasi', 'lemak', 'berlauk', 'telur', 'dadar', 'sikit', 'nasi', 'lemak', 'sedap', 'harga', 'nasi', 'lemak', 'berlauk', 'tgk', 'saiz', 'ayam', 'not', 'complaining', 'sebagai', 'berikut', 'berniaga', 'kedekut']",0,Positif
"['harga', 'telur', 'anjlok', 'peternak', 'dorong', 'menko', 'airlangga', 'bentuk', 'industri', 'telur', 'olahan']",3,Positif
"['ketua', 'fraksi', 'gerindra', 'dpr', 'ri', 'anjloknya', 'harga', 'telur', 'dipasaran', 'dipengaruhi', 'tingginya', 'harga', 'pakan', 'serapan', 'pasar', 'menurun']",5,Positif
"['sekretaris', 'jenderal', 'partai', 'gerindra', 'angkat', 'bicara', 'terkait', 'anjloknya', 'harga', 'telur', 'pasaran', 'mencapai', 'rp', 'kilogram']",1,Positif
"['anjloknya', 'harga', 'telur', 'diimbangi', 'anjloknya', 'harga', 'roti']",0,Positif
"['partai', 'gerindra', 'pemerintah', 'bantu', 'atasi', 'anjloknya', 'harga', 'telur']",-4,Negatif
"['harga', 'telur', 'harga', 'jagung', 'harga', 'cabai', 'omong', 'besarsyahrul', 'yasin', 'limpo']",5,Positif
"['harga', 'telur', 'anjlok', 'gerindra', 'bersuara']",1,Positif
"['harga', 'anjlok', 'pemerintah', 'ancangancang', 'dirikan', 'industri', 'telur']",-4,Negatif
"['gerindra', 'pemerintah', 'atasi', 'harga', 'telur', 'anjlok']",-7,Negatif
"['harga', 'telur', 'ayam', 'negeri', 'selangor', 'tahap', 'stabil', 'terkawal', 'sebiji', 'telur', 'ayam', 'gred', 'dijual', 'harga', 'sen', 'sen', 'sebiji']",7,Positif
"['harga', 'telur', 'murah', 'pakai', 'banget']",7,Positif
"['harga', 'telur', 'menunduk', 'menjulang', 'ujungtanduk']",4,Positif
"['peternak', 'merugi', 'harga', 'telur', 'anjlok', 'dibiarkan', 'berlarut']",-4,Negatif
"['fgerindra', 'anjoknya', 'harga', 'telur', 'dibiarkan', 'berlarut']",5,Positif
"['petani', 'telur', 'menjerit', 'harga', 'melorot', 'fgerindra', 'dibiarkan', 'berlarut']",3,Positif
"['hurm', 'maybe', 'pelik', 'je', 'qa', 'kna', 'niaga', 'qa', 'mmg', 'nak', 'je', 'murah', 'harga', 'barg', 'kat', 'susah', 'santan', 'marjerin', 'telur', 'harga', 'saje', 'tukar', 'brand', 'hampeh', 'tukar', 'resepi', 'je', 'maintain', 'harga', 'customer', 'nak', 'condemn', 'je']",14,Positif
"['gusar', 'percaya', 'khabar', 'angin', 'berikutan', 'harga', 'telur', 'ayam', 'pasaran', 'bandaraya', 'harga', 'munasabah']",4,Positif
"['fgerindra', 'anjoknya', 'harga', 'telur', 'dibiarkan', 'berlarut', 'itukeren']",5,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'selem', 'telor', 'lenjer', 'adaan', 'lenjer', 'kulit', 'paketan', 'harga', 'terjangkau', 'minat', 'order', 'dm']",17,Positif
"['kpdnhep', 'selangor', 'memaklumkan', 'harga', 'runcit', 'telur', 'pelbagai', 'gred', 'shah', 'alam', 'tahap', 'stabil', 'terkawal', 'pengarah', 'kpdnhep', 'selangor', 'muhamad', 'zikril', 'azan', 'abdullah']",13,Positif
"['harga', 'telur', 'anjlok', 'rp', 'kg', 'pemerintah', 'bantu', 'peternak', 'ayam']",-2,Negatif
"['harga', 'telur', 'anjlok', 'sekjen', 'gerindra', 'pemerintah', 'membantu', 'peternak', 'ayam', 'via']",-1,Negatif
"['nasi', 'padang', 'isi', 'telor', 'dadar', 'perkedel', 'cirebon', 'harga']",7,Positif
"['harga', 'telur', 'turun']",4,Positif
"['mentan', 'ppkm', 'biang', 'kerok', 'anjloknya', 'harga', 'telurbenarkah']",-4,Negatif
"['cerita', 'dibalik', 'anjloknya', 'harga', 'telur', 'karanganyar', 'ayam', 'petelur', 'terpaksa', 'makan', 'bpkb', 'dansertifikat']",-7,Negatif
"['padu', 'kat', 'cyberjaya', 'harga', 'murah', 'gila', 'set', 'nasi', 'putih', 'tomyam', 'ayam', 'telur', 'dadar', 'rm', 'je', 'padu', 'terukkkkk', 'tomyam']",5,Positif
"['kementerian', 'perdagangan', 'negeri', 'ehwal', 'pengguna', 'kpdnhep', 'selangor', 'memaklumkan', 'harga', 'runcit', 'telur', 'pelbagai', 'shah', 'alam', 'tahap', 'stabil', 'terkawal']",13,Positif
"['akar', 'solusi', 'mengatasi', 'fluktuasi', 'harga', 'ayam', 'telur', 'indonesia']",2,Positif
"['ciri', 'harga', 'ayam', 'nak', 'telur', 'pon', 'telur', 'emas']",1,Positif
"['fgerindra', 'anjoknya', 'harga', 'telur', 'dibiarkan', 'berlarut']",5,Positif
"['situasi', 'kepelbagaian', 'kedudukan', 'harga', 'telur', 'ayam', 'pasaran', 'shah', 'alam', 'paras', 'harga', 'munasabah', 'berpatutan', 'pengarah', 'kpdnhep', 'selangor']",9,Positif
"['kepelbagaian', 'kedudukan', 'harga', 'telur', 'ayam', 'paras', 'munasabah']",1,Positif
"['ijin', 'komen', 'harga', 'telur', 'pasar', 'konsumtif', 'harga']",4,Positif
"['respons', 'partai', 'gerindra', 'anjloknya', 'harga', 'telur', 'pasar', 'mencapai', 'rp', 'kilo', 'baca', 'selengkapnya', 'klik']",6,Positif
"['pimpinan', 'mpr', 'anjloknya', 'harga', 'telur', 'dibiarkan', 'berlarut']",1,Positif
"['solution', 'ane', 'pakai', 'ayam', 'telur', 'dipersingkat', 'menyeimbangkan', 'harga', 'duat', 'duit', 'digelontorin', 'ratusmilyar', 'campaign', 'sasaran', 'anggota', 'dewan', 'duit', 'duit', 'duit', 'switching', 'telor', 'daging', 'dipersingkat']",-11,Negatif
"['baca', 'line', 'trakhirnya', 'nyaman', 'serapan', 'pasarnya', 'rendah', 'kuncinya', 'ppkm', 'rangorang', 'mesen', 'ayam', 'geprek', 'telor', 'geprek', 'pecah', 'digeprek', 'jadine', 'wajar', 'harga', 'ayam', 'pedaging', 'mahal']",4,Positif
"['harga', 'telor', 'anjlok', 'nyebab', 'deflasi', 'ayo', 'beli', 'telor', 'naikin', 'permintaan', 'barang']",7,Positif
"['biarkan', 'peternak', 'jual', 'telurnya', 'masyarakat', 'metode', 'online', 'jual', 'agen', 'tengkulak', 'harga', 'telur', 'peternak', 'jatuh']",-6,Negatif
"['kubaca', 'barusan', 'politikus', 'gini', 'tingginya', 'harga', 'pakan', 'ayam', 'menyebabkan', 'produksi', 'telur', 'ayam', 'ditambah', 'pandemi', 'ngebul', 'bacanya', 'tydak', 'pandai', 'akutuu']",13,Positif
"['penyebab', 'anjloknya', 'harga', 'telur', 'ayam', 'ras']",-6,Negatif
"['menjual', 'telur', 'harga', 'pasar', 'menimbulkan', 'kerugian', 'peteenak', 'banyakpeternak', 'mandiri', 'gulung', 'tikar', 'subsidi', 'produksi', 'rugi', 'produksi', 'solusi', 'import']",-9,Negatif
"['harga', 'telur', 'dicapai', 'ribu', 'ribu', 'dihemat', 'rupiah', 'kilo', 'utkmempertahankan', 'harga', 'telur', 'negara', 'mengeluarkna', 'biaa', 'negara', 'rugi', 'menaikkna', 'ppn', 'kemasy']",9,Positif
"['penurunan', 'harga', 'telur', 'ayam', 'ras']",-4,Negatif
"['kemarin', 'pasar', 'nemu', 'kulit', 'lumpia', 'isi', 'harga', 'ceban', 'nyesel', 'beli', 'sebungkus', 'sarapan', 'kepake', 'martabak', 'telor', 'ala', 'ala', 'then', 'dipake', 'pisang', 'aroma', 'selagi', 'tante', 'kirim', 'pisang', 'nyampe', 'besok', 'eksistensi', 'kulit', 'lumpia']",3,Positif
"['anjloknya', 'harga', 'telur', 'daya', 'serap', 'berkurang', 'akibat', 'pandemi', 'covid']",-10,Negatif
"['telur', 'gedabak', 'angin', 'pasang', 'tsk', 'tsk', 'tsk', 'doakan', 'kesihatan', 'lembu', 'harga', 'sila', 'sila']",10,Positif
"['stabilkan', 'harga', 'sulteng', 'bulog', 'serap', 'telur', 'ayam', 'milikpeternak']",4,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'selem', 'telor', 'lenjer', 'adaan', 'lenjer', 'kulit', 'paketan', 'harga', 'terjangkau', 'minat', 'order', 'dm']",17,Positif
"['adik', 'ko', 'harga', 'telor', 'adik']",3,Positif
"['mentan', 'siapkan', 'agenda', 'harga', 'telur', 'babak', 'belur']",0,Positif
"['santai', 'caci', 'maki', 'harga', 'telor', 'ewu', 'emang', 'kontol', 'kui']",-10,Negatif
"['mentan', 'siapkan', 'agenda', 'harga', 'telur', 'babak', 'belur']",0,Positif
"['mentan', 'harga', 'telur', 'anjlokpakan', 'melejit']",3,Positif
"['menteri', 'pertanian', 'syahrul', 'yasin', 'limpo', 'alasan', 'anjloknya', 'harga', 'telur', 'ayam', 'melimpahnya', 'stok', 'syahrul', 'harga', 'telur', 'ayam', 'anjlok', 'lantaran', 'kelebihan', 'stok', 'lantaran', 'hotel', 'restoran', 'tokotoko', 'maksimal']",-22,Negatif
"['kuy', 'order', 'telur', 'puyuh', 'fresh', 'kandangnya', 'dijamin', 'murah', 'harga', 'pasar', 'plus', 'cod', 'daerah', 'sumenep', 'kota', 'chatcall', 'telur', 'auto', 'nyampe', 'rumah', 'buruan', 'gaeessss']",5,Positif
"['anggota', 'komisi', 'dpr', 'ri', 'dapil', 'jatim', 'memperjuangkan', 'mencari', 'solusi', 'harga', 'telur', 'stabil']",9,Positif
"['uda', 'mapan', 'tidur', 'laper', 'jualan', 'indomie', 'goreng', 'pakai', 'telor', 'gerobakan', 'hotel', 'harga']",9,Positif
"['kelebihan', 'stok', 'telur', 'jawatapi', 'pulau', 'jawa', 'stok', 'berkurang', 'strategi', 'produsen', 'pedagang', 'menaikan', 'harga', 'telur']",-8,Negatif
"['bisanya', 'harga', 'telur', 'toko', 'sebelah', 'murah', 'nyesel', 'bgttt', 'kesituu', 'rugi', 'bandarrrrrr']",-8,Negatif
"['seharian', 'habis', 'lelahlelahnya', 'scral', 'scrool', 'wag', 'harga', 'telur', 'lelah', 'edan', 'edan', 'edan', 'ewu', 'goals', 'banget', 'nikah', 'bersandar', 'nikah', 'bojoku', 'pakani', 'opo', 'ndog', 'murah', 'dadarke', 'dino']",9,Positif
"['pakai', 'sayur', 'lodeh', 'bang', 'ayam', 'telor', 'dadar', 'emm', 'pakai', 'sambel', 'kerupuk', 'bang', 'harga', 'kerupuk', 'langganan', 'spotify', 'premium', 'mini', 'handphone', 'download', 'lagu', 'favorit', 'iklan', 'seharian']",7,Positif
"['telur', 'cak', 'ir', 'jlsekawan', 'ayu', 'harga', 'rate', 'wenak', 'rek', 'porsi', 'dikit', 'bumbu', 'lombok', 'keatas', 'kesini']",4,Positif
"['curi', 'duit', 'rakyat', 'skg', 'harga', 'telur', 'tray', 'rm']",-2,Negatif
"['salah', 'solusi', 'memecahkan', 'turunya', 'harga', 'telur', 'mengubah', 'telur', 'segar', 'tepung', 'awet', 'disimpan', 'sisi', 'keuntungan', 'tepung', 'mudah', 'penanganan', 'praktis', 'penggunaan', 'baca']",25,Positif
"['naspad', 'padangju', 'telor', 'dadarnya', 'gulai', 'cubadaknya', 'tambusu', 'luvv', 'bgtt', 'food', 'makan', 'harga', 'murah', 'huhu', 'sayang', 'banget', 'dilewatin', 'promonyaa']",11,Positif
"['harga', 'telor', 'ceplok', 'gede', 'demeg', 'dpsmu']",5,Positif
"['tolonglah', 'hamba', 'mu', 'allah', 'tolong', 'stabilkan', 'harga', 'telur', 'rakyatmu', 'tersenyum']",21,Positif
"['pasar', 'sederhana', 'harga', 'beras', 'medium', 'rpkg', 'gula', 'pasir', 'rpkg', 'daging', 'ayam', 'ras', 'rpkg', 'daging', 'sapi', 'rpkg', 'telur', 'ayam', 'ras', 'rpkg', 'cabai', 'merah', 'keriting', 'rpkg', 'bawang', 'putih', 'kating', 'rpkg']",-3,Negatif
"['hmmmm', 'sesak', 'harga', 'barang', 'telur', 'pn', 'harga']",3,Positif
"['telur', 'anjlok', 'banget', 'semoga', 'cepat', 'normal', 'harga', 'sayur', 'telur']",5,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'selem', 'telor', 'lenjer', 'adaan', 'lenjer', 'kulit', 'paketan', 'harga', 'terjangkau', 'minat', 'order', 'dm']",17,Positif
"['bunda', 'kaya', 'alat', 'cetak', 'telur', 'bermotif', 'unik', 'set', 'silver', 'alat', 'cetakan', 'telur', 'bermotif', 'egg', 'mold', 'terbuat', 'stainless', 'steel', 'cetak', 'harga', 'rp', 'produk', 'original', 'klik', 'beli', 'produk']",9,Positif
"['ptn', 'kenaikan', 'harga', 'telur', 'masuknya', 'permintaan', 'inelastis', 'elastis']",3,Positif
"['gini', 'mbak', 'bapakbapak', 'ketemu', 'ibuibu', 'dibahas', 'harga', 'emas', 'harga', 'telor', 'ayam', 'turun']",8,Positif
"['coba', 'kapal', 'kargo', 'bahan', 'pokok', 'tentukanke', 'pelabuhan', 'plabuhan', 'biaya', 'pribadi', 'harga', 'telor', 'seribuproduksi', 'jual', 'banyakmanusia', 'segini', 'banyaknya']",7,Positif
"['politisyen', 'negeri', 'melaka', 'mmg', 'xda', 'perikemanusiaan', 'covid', 'beria', 'nak', 'prn', 'taksub', 'berpolitik', 'kasihan', 'rakyat', 'harga', 'ayam', 'telur', 'politik', 'je', 'siang', 'malam', 'rebut', 'kuasa', 'je', 'dorg', 'politik', 'nyawa', 'rakyat']",9,Positif
"['komoditas', 'mengalami', 'kenaikan', 'harga', 'telur', 'ayam', 'broiler', 'cabe', 'merah', 'keriting', 'cabe', 'merah', 'cabe', 'rawit', 'hijau', 'cabe', 'rawit', 'merah']",12,Positif
"['semak', 'lokasi', 'bandingkan', 'harga', 'telur', 'ayam', 'gred', 'aplikasi', 'price', 'catcherpilihan', 'tangan']",1,Positif
"['nemu', 'harga', 'termahal', 'indomie', 'rebus', 'telur', 'maklum', 'pabrik']",5,Positif
"['jumat', 'repot', 'order', 'harga', 'kebuli', 'telur', 'kebuli', 'ayam', 'kebuli', 'daging', 'area', 'surabaya', 'request', 'pengiriman']",-9,Negatif
"['maaf', 'harga', 'telur', 'membereskan', 'terimakasih']",10,Positif
"['harga', 'telur', 'anjlok', 'pemkab', 'ciamis', 'carikan', 'solusi']",-1,Negatif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'selem', 'telor', 'lenjer', 'adaan', 'lenjer', 'kulit', 'paketan', 'harga', 'terjangkau', 'minat', 'order', 'dm']",17,Positif
"['ko', 'telur', 'telor', 'mentah', 'gatau', 'harga', 'telur', 'satuan']",5,Positif
"['harga', 'jual', 'telur', 'tingkat', 'peternak', 'harga', 'jual', 'minimum', 'atur', 'permendag', 'rp', 'kenaikan', 'minggu', 'september', 'tingkat', 'peternak']",15,Positif
"['buka', 'olx', 'sadar', 'idup', 'beli', 'telur', 'gulung', 'makan', 'pecel', 'lele', 'alias', 'anjg', 'harga', 'rumah', 'mobil', 'mahal', 'mahal', 'banget', 'lahir', 'keluarga', 'menengah', 'keatas', 'huf', 'boros', 'jajan', 'jalan', 'jalannya']",13,Positif
"['harga', 'telur', 'ayam', 'anjlok', 'peternak', 'ciamis', 'terancam', 'bangkrut']",-12,Negatif
"['fess', 'open', 'order', 'ekado', 'isian', 'telur', 'puyuh', 'dibalut', 'daging', 'ayam', 'isian', 'mozarella', 'harga', 'kpack', 'pcs', 'dom', 'malang', 'pemesanan', 'dm']",-5,Negatif
"['harga', 'telur', 'jugaaa', 'samaa', 'keluarga', 'merasakan', 'sulitnya', 'skg', 'produsen', 'cuman', 'mainan', 'mekanisme', 'pasar', 'bebas', 'haish', 'mbuh']",1,Positif
"['hasil', 'tinjauan', 'mendapati', 'harga', 'telur', 'ayam', 'lingkungan', 'rm', 'rm', 'sepapan', 'telur', 'gred']",3,Positif
"['andai', 'harga', 'welkin', 'seharga', 'kerak', 'telor']",6,Positif
"['suka', 'banget', 'jiwa', 'toast', 'roti', 'sebiji', 'dilipet', 'diisi', 'telor', 'saos', 'gampang', 'bikinnya', 'dijual', 'harga', 'bombastis', 'uda', 'masi', 'mengerti', 'misqueen', 'gaji', 'brapapun', 'pakai', 'paylater', 'juta']",20,Positif
"['purwakarta', 'oktober', 'kiriman', 'harga', 'telur', 'blitar', 'diterima', 'kota', 'purwakarta', 'harga', 'rp', 'sekian', 'terimakasih']",14,Positif
"['dijawabnya', 'bego', 'harga', 'sekilo', 'telur', 'dijawabnya', 'lusa']",4,Positif
"['rumah', 'ku', 'jual', 'martabak', 'telor', 'harga', 'martabakny', 'segede', 'buku', 'tulis', 'lebarny', 'kurangin', 'dikit']",5,Positif
"['pring', 'net', 'amazing', 'peternak', 'unggul', 'belajar', 'ternak', 'jangkrik', 'beli', 'telur', 'dipasarkan', 'pakan', 'rakus', 'jangkrik', 'melebihi', 'konsumsi', 'sapi', 'harian', 'terlambat', 'sifat', 'kanibal', 'mengerikan', 'harga', 'kilo', 'telur', 'jangkrik']",10,Positif
"['pengecut', 'takde', 'telur', 'ahlul', 'quran', 'apahal', 'takut', 'block', 'merata', 'bodoh', 'anjing', 'harga', 'takde', 'nilai', 'fuckin', 'pervert']",1,Positif
"['muhammad', 'area', 'pasar', 'tg', 'rambutan', 'kedai', 'oldschool', 'je', 'superb', 'mknn', 'chinese', 'muslim', 'kat', 'kedai', 'hipster', 'ganda', 'harga', 'best', 'nasi', 'goreng', 'telur', 'masin', 'makan', 'nasi', 'dh', 'habis', 'pn', 'udang', 'habis', 'habis']",18,Positif
"['diskon', 'telur', 'hhhh', 'stok', 'kebanyakan', 'diabisin', 'harga', 'telor', 'peternak', 'normal']",5,Positif
"['harga', 'cabai', 'beras', 'telur', 'ayam', 'selasa', 'pasar', 'area', 'dki', 'jakarta', 'terpantau', 'stabil', 'kenaikan', 'tipis', 'komoditas']",6,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'selem', 'telor', 'lenjer', 'adaan', 'lenjer', 'kulit', 'paketan', 'harga', 'terjangkau', 'minat', 'order', 'dm']",17,Positif
"['kasie', 'distribusi', 'pangan', 'dinperpa', 'kota', 'pekalongan', 'kusyanto', 'komoditas', 'telur', 'ayam', 'mengalami', 'fluktuasi', 'harga']",9,Positif
"['komoditas', 'mengalami', 'penurunan', 'harga', 'telur', 'ayam', 'broiler', 'jagung', 'pipilan', 'bawang', 'merah']",3,Positif
"['nak', 'beli', 'nasi', 'lemak', 'kat', 'foodpanda', 'menjenguk', 'harga', 'nak', 'checkout', 'ko', 'delivery', 'fee', 'saje', 'bungkus', 'nasi', 'lemak', 'telur']",1,Positif
"['satgas', 'pangan', 'telusuri', 'penyebab', 'turunnya', 'harga', 'telur']",1,Positif
"['harga', 'makanan', 'pasir', 'nasi', 'rames', 'pakai', 'telor', 'dikober', 'harga', 'segitu']",8,Positif
"['peternak', 'unggas', 'terimpit', 'harga', 'jagung', 'pakan', 'ternak', 'melonjak', 'harga', 'telur', 'merosot', 'sisi', 'data', 'stok', 'jagung', 'kementan', 'kemendagbertolak', 'upaya', 'pemerintah', 'mengatasi']",-10,Negatif
"['bekasi', 'oktober', 'kiriman', 'harga', 'telur', 'blitar', 'diterima', 'kota', 'bekasi', 'harga', 'rp', 'sekian', 'terimakasih']",22,Positif
"['bandung', 'oktober', 'kiriman', 'harga', 'telur', 'blitar', 'diterima', 'kota', 'bandung', 'harga', 'rp', 'sekian', 'terimakasih']",12,Positif
"['purwakarta', 'oktober', 'kiriman', 'harga', 'telur', 'blitar', 'diterima', 'kota', 'purwakarta', 'harga', 'rp', 'sekian', 'terimakasih']",14,Positif
"['harga', 'telor', 'nyungsep', 'rp', 'pedagang', 'eceran', 'rumah', 'tangerang', 'ayo', 'konsumsi', 'telor', 'demand', 'kasihanilah', 'peternak']",12,Positif
"['harga', 'telur', 'terjun', 'bebas', 'peternak', 'cuci', 'gudang', 'ayam', 'produktif']",0,Positif
"['nelayan', 'melayu', 'fuhh', 'telur', 'markup', 'harga', 'masak', 'lemak', 'sedap', 'telur']",8,Positif
"['deflasi', 'kabupaten', 'kudus', 'didorong', 'harga', 'telur', 'ayamras']",7,Positif
"['harga', 'telur', 'podo', 'wae']",3,Positif
"['lesssugar', 'bakso', 'urat', 'dijual', 'harga', 'kbiji', 'bakso', 'telor', 'berurat', 'kbiji', 'telor', 'dipake', 'berurat']",4,Positif
"['kadang', 'malas', 'nak', 'beli', 'pasar', 'beli', 'nasi', 'goreng', 'pataya', 'nasi', 'goreng', 'kosong', 'salut', 'telur', 'sumpah', 'nasi', 'goreng', 'kosong', 'letak', 'harga', 'rmrm']",12,Positif
"['pantesan', 'semingguan', 'belanja', 'seabrek', 'belanja', 'normal', 'emang', 'harga', 'sayur', 'turun', 'telor', 'sekilo']",7,Positif
"['harga', 'telur', 'murahharga', 'pakan', 'mahal', 'seleksi', 'alam', 'peternak', 'petelur']",6,Positif
"['ciamis', 'peternak', 'ayam', 'petelur', 'kabupaten', 'ciamis', 'mengeluhkan', 'anjloknya', 'harga', 'telur', 'pasaran', 'harga', 'pakan', 'pendapatan']",2,Positif
"['harga', 'anjlok', 'peternak', 'ponorogo', 'obral', 'telur', 'kantor', 'bupati']",-4,Negatif
