tweet,polaritas,sentimen
"['ijin', 'komen', 'harga', 'telur', 'pasar', 'konsumtif', 'harga']",4,Positif
"['respons', 'partai', 'gerindra', 'anjlok', 'harga', 'telur', 'pasar', 'capai', 'rp', 'kilo', 'baca', 'lengkap', 'klik']",9,Positif
"['pimpin', 'mpr', 'anjlok', 'harga', 'telur', 'biar', 'larut']",1,Positif
"['solution', 'ane', 'pakai', 'ayam', 'telur', 'singkat', 'imbang', 'harga', 'duat', 'duit', 'digelontorin', 'ratusmilyar', 'campaign', 'sasar', 'anggota', 'dewan', 'duit', 'duit', 'duit', 'switching', 'telor', 'daging', 'singkat']",-11,Negatif
"['baca', 'line', 'trakhirnya', 'nyaman', 'serap', 'pasar', 'rendah', 'kunci', 'ppkm', 'rangorang', 'mesen', 'ayam', 'geprek', 'telor', 'geprek', 'pecah', 'digeprek', 'jadine', 'wajar', 'harga', 'ayam', 'daging', 'mahal']",4,Positif
"['harga', 'telor', 'anjlok', 'nyebab', 'deflasi', 'ayo', 'beli', 'telor', 'naikin', 'minta', 'barang']",7,Positif
"['biar', 'ternak', 'jual', 'telur', 'masyarakat', 'metode', 'online', 'jual', 'agen', 'tengkulak', 'harga', 'telur', 'ternak', 'jatuh']",-6,Negatif
"['baca', 'barusan', 'politikus', 'gin', 'tinggi', 'harga', 'pakan', 'ayam', 'sebab', 'produksi', 'telur', 'ayam', 'tambah', 'pandemi', 'ngebul', 'baca', 'tydak', 'pandai', 'akutuu']",13,Positif
"['sebab', 'anjlok', 'harga', 'telur', 'ayam', 'ras']",0,Positif
"['jual', 'telur', 'harga', 'pasar', 'timbul', 'rugi', 'peteenak', 'banyakpeternak', 'mandiri', 'gulung', 'tikar', 'subsidi', 'produksi', 'rugi', 'produksi', 'solusi', 'import']",-4,Negatif
"['harga', 'telur', 'capai', 'ribu', 'ribu', 'hemat', 'rupiah', 'kilo', 'utkmempertahankan', 'harga', 'telur', 'negara', 'mengeluarkna', 'biaa', 'negara', 'rugi', 'menaikkna', 'ppn', 'kemasy']",9,Positif
"['turun', 'harga', 'telur', 'ayam', 'ras']",2,Positif
"['kemarin', 'pasar', 'nemu', 'kulit', 'lumpia', 'isi', 'harga', 'ceban', 'nyesel', 'beli', 'bungkus', 'sarap', 'kepake', 'martabak', 'telor', 'ala', 'ala', 'then', 'dipake', 'pisang', 'aroma', 'selagi', 'tante', 'kirim', 'pisang', 'nyampe', 'besok', 'eksistensi', 'kulit', 'lumpia']",3,Positif
"['anjlok', 'harga', 'telur', 'daya', 'serap', 'kurang', 'akibat', 'pandemi', 'covid']",-10,Negatif
"['telur', 'gedabak', 'angin', 'pasang', 'tsk', 'tsk', 'tsk', 'doa', 'kesihatan', 'lembu', 'harga', 'sila', 'sila']",10,Positif
"['kat', 'setapak', 'nasi', 'lemak', 'harihari', 'beli', 'rmrm', 'rm', 'ayam', 'je', 'rm', 'ayam', 'telur', 'harga', 'rm', 'telur', 'goreng', 'telur', 'rebus', 'tukar', 'jenguk', 'harga', 'nasi', 'lemak', 'rmnasi', 'sambal', 'telur', 'rebus', 'je', 'gila']",7,Positif
"['stabil', 'harga', 'sulteng', 'bulog', 'serap', 'telur', 'ayam', 'milikpeternak']",4,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'lem', 'telor', 'lenjer', 'ada', 'lenjer', 'kulit', 'paket', 'harga', 'jangkau', 'minat', 'order', 'dm']",17,Positif
"['tan', 'siap', 'agenda', 'harga', 'telur', 'babak', 'bur']",0,Positif
"['santai', 'caci', 'maki', 'harga', 'telor', 'ewu', 'emang', 'kontol', 'kui']",-10,Negatif
"['tan', 'siap', 'agenda', 'harga', 'telur', 'babak', 'bur']",0,Positif
"['tan', 'harga', 'telur', 'anjlokpakan', 'lejit']",3,Positif
"['menteri', 'tani', 'syahrul', 'yasin', 'limpo', 'alas', 'anjlok', 'harga', 'telur', 'ayam', 'limpah', 'stok', 'syahrul', 'harga', 'telur', 'ayam', 'anjlok', 'lantar', 'lebih', 'stok', 'lantar', 'hotel', 'restoran', 'tokotoko', 'maksimal']",-10,Negatif
"['kuy', 'order', 'telur', 'puyuh', 'fresh', 'kandang', 'jamin', 'murah', 'harga', 'pasar', 'plus', 'cod', 'daerah', 'sumenep', 'kota', 'chatcall', 'telur', 'auto', 'nyampe', 'rumah', 'buru', 'gaeessss']",5,Positif
"['anggota', 'komisi', 'dpr', 'ri', 'dapil', 'jatim', 'juang', 'cari', 'solusi', 'harga', 'telur', 'stabil']",9,Positif
"['uda', 'mapan', 'tidur', 'laper', 'jual', 'indomie', 'goreng', 'pakai', 'telor', 'goba', 'hotel', 'harga']",9,Positif
"['lebih', 'stok', 'telur', 'jawatapi', 'pulau', 'jawa', 'stok', 'kurang', 'strategi', 'produsen', 'dagang', 'naik', 'harga', 'telur']",-4,Negatif
"['bisa', 'harga', 'telur', 'toko', 'belah', 'murah', 'nyesel', 'bgttt', 'kesituu', 'rugi', 'bandarrrrrr']",-9,Negatif
"['hari', 'habis', 'lelahlelahnya', 'scral', 'scrool', 'wag', 'harga', 'telur', 'lelah', 'edan', 'edan', 'edan', 'ewu', 'goals', 'banget', 'nikah', 'sandar', 'nikah', 'bojoku', 'pakan', 'opo', 'ndog', 'murah', 'dadarke', 'dino']",9,Positif
"['pakai', 'sayur', 'lodeh', 'bang', 'ayam', 'telor', 'dadar', 'emm', 'pakai', 'sambel', 'kerupuk', 'bang', 'harga', 'kerupuk', 'langgan', 'spotify', 'premium', 'mini', 'handphone', 'download', 'lagu', 'favorit', 'iklan', 'hari']",5,Positif
"['telur', 'cak', 'ir', 'jlsekawan', 'ayu', 'harga', 'rate', 'wenak', 'rek', 'porsi', 'dikit', 'bumbu', 'lombok', 'atas', 'kesini']",4,Positif
"['curi', 'duit', 'rakyat', 'skg', 'harga', 'telur', 'tray', 'rm']",-2,Negatif
"['salah', 'solusi', 'pecah', 'turunya', 'harga', 'telur', 'ubah', 'telur', 'segar', 'tepung', 'awet', 'simpan', 'sisi', 'untung', 'tepung', 'mudah', 'tangan', 'praktis', 'guna', 'baca']",21,Positif
"['harga', 'telor', 'ceplok', 'gede', 'deg', 'dpsmu']",5,Positif
"['tolong', 'hamba', 'mu', 'allah', 'tolong', 'stabil', 'harga', 'telur', 'rakyat', 'senyum']",19,Positif
"['pasar', 'sederhana', 'harga', 'beras', 'medium', 'rpkg', 'gula', 'pasir', 'rpkg', 'daging', 'ayam', 'ras', 'rpkg', 'daging', 'sapi', 'rpkg', 'telur', 'ayam', 'ras', 'rpkg', 'cabai', 'merah', 'keriting', 'rpkg', 'bawang', 'putih', 'kating', 'rpkg']",-3,Negatif
"['hmmmm', 'sesak', 'harga', 'barang', 'telur', 'pn', 'harga']",3,Positif
"['telur', 'anjlok', 'banget', 'moga', 'cepat', 'normal', 'harga', 'sayur', 'telur']",5,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'lem', 'telor', 'lenjer', 'ada', 'lenjer', 'kulit', 'paket', 'harga', 'jangkau', 'minat', 'order', 'dm']",17,Positif
"['bunda', 'kaya', 'alat', 'cetak', 'telur', 'motif', 'unik', 'set', 'silver', 'alat', 'cetak', 'telur', 'motif', 'egg', 'mold', 'buat', 'stainless', 'steel', 'cetak', 'harga', 'rp', 'produk', 'original', 'klik', 'beli', 'produk']",15,Positif
"['ptn', 'naik', 'harga', 'telur', 'masuk', 'minta', 'inelastis', 'elastis']",3,Positif
"['gin', 'mbak', 'bapakbapak', 'ketemu', 'ibuibu', 'bahas', 'harga', 'emas', 'harga', 'telor', 'ayam', 'turun']",8,Positif
"['coba', 'kapal', 'kargo', 'bahan', 'pokok', 'tentukanke', 'labuh', 'plabuhan', 'biaya', 'pribadi', 'harga', 'telor', 'seribuproduksi', 'jual', 'banyakmanusia', 'gin', 'banyak']",7,Positif
"['politisyen', 'negeri', 'melaka', 'mmg', 'xda', 'perikemanusiaan', 'covid', 'ria', 'nak', 'prn', 'taksub', 'politik', 'kasihan', 'rakyat', 'harga', 'ayam', 'telur', 'politik', 'je', 'siang', 'malam', 'rebut', 'kuasa', 'je', 'dorg', 'politik', 'nyawa', 'rakyat']",9,Positif
"['komoditas', 'alami', 'naik', 'harga', 'telur', 'ayam', 'broiler', 'cabe', 'merah', 'keriting', 'cabe', 'merah', 'cabe', 'rawit', 'hijau', 'cabe', 'rawit', 'merah']",6,Positif
"['semak', 'lokasi', 'banding', 'harga', 'telur', 'ayam', 'gred', 'aplikasi', 'price', 'catcherpilihan', 'tangan']",1,Positif
"['nemu', 'harga', 'mahal', 'indomie', 'rebus', 'telur', 'maklum', 'pabrik']",5,Positif
"['jumat', 'repot', 'order', 'harga', 'kebuli', 'telur', 'kebuli', 'ayam', 'kebuli', 'daging', 'area', 'surabaya', 'request', 'kirim']",-2,Negatif
"['maaf', 'harga', 'telur', 'beres', 'terimakasih']",10,Positif
"['harga', 'telur', 'anjlok', 'pemkab', 'ciamis', 'cari', 'solusi']",-1,Negatif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'lem', 'telor', 'lenjer', 'ada', 'lenjer', 'kulit', 'paket', 'harga', 'jangkau', 'minat', 'order', 'dm']",17,Positif
"['ko', 'telur', 'telor', 'mentah', 'gatau', 'harga', 'telur', 'satu']",5,Positif
"['harga', 'jual', 'telur', 'tingkat', 'ternak', 'harga', 'jual', 'minimum', 'atur', 'permendag', 'rp', 'naik', 'minggu', 'september', 'tingkat', 'ternak']",15,Positif
"['harga', 'telur', 'ayam', 'anjlok', 'ternak', 'ciamis', 'ancam', 'bangkrut']",-12,Negatif
"['fess', 'open', 'order', 'ekado', 'isi', 'telur', 'puyuh', 'balut', 'daging', 'ayam', 'isi', 'mozarella', 'harga', 'kpack', 'pcs', 'dom', 'malang', 'mesan', 'dm']",-5,Negatif
"['harga', 'telur', 'jugaaa', 'samaa', 'keluarga', 'rasa', 'sulit', 'skg', 'produsen', 'cuman', 'main', 'mekanisme', 'pasar', 'bebas', 'haish', 'mbuh']",1,Positif
"['hasil', 'tinjau', 'dapat', 'harga', 'telur', 'ayam', 'lingkung', 'rm', 'rm', 'papan', 'telur', 'gred']",6,Positif
"['andai', 'harga', 'welkin', 'harga', 'kerak', 'telor']",6,Positif
"['suka', 'banget', 'jiwa', 'toast', 'roti', 'biji', 'dilipet', 'isi', 'telor', 'saos', 'gampang', 'bikin', 'jual', 'harga', 'bombastis', 'uda', 'mas', 'erti', 'misqueen', 'gaji', 'brapapun', 'pakai', 'paylater', 'juta']",20,Positif
"['purwakarta', 'oktober', 'kirim', 'harga', 'telur', 'blitar', 'terima', 'kota', 'purwakarta', 'harga', 'rp', 'sekian', 'terimakasih']",14,Positif
"['jawab', 'bego', 'harga', 'kilo', 'telur', 'jawab', 'lusa']",4,Positif
"['rumah', 'ku', 'jual', 'martabak', 'telor', 'harga', 'martabakny', 'gede', 'buku', 'tulis', 'lebarny', 'rangin', 'dikit']",5,Positif
"['pring', 'net', 'amazing', 'ternak', 'unggul', 'ajar', 'ternak', 'jangkrik', 'beli', 'telur', 'pasar', 'pakan', 'rakus', 'jangkrik', 'lebih', 'konsumsi', 'sapi', 'hari', 'lambat', 'sifat', 'kanibal', 'keri', 'harga', 'kilo', 'telur', 'jangkrik']",3,Positif
"['kecut', 'takde', 'telur', 'ahlul', 'quran', 'apahal', 'takut', 'block', 'rata', 'bodoh', 'anjing', 'harga', 'takde', 'nilai', 'fuckin', 'pervert']",-1,Negatif
"['muhammad', 'area', 'pasar', 'tg', 'rambutan', 'kedai', 'oldschool', 'je', 'superb', 'mknn', 'chinese', 'muslim', 'kat', 'kedai', 'hipster', 'ganda', 'harga', 'best', 'nasi', 'goreng', 'telur', 'masin', 'makan', 'nasi', 'dh', 'habis', 'pn', 'udang', 'habis', 'habis']",18,Positif
"['diskon', 'telur', 'hhhh', 'stok', 'banyak', 'diabisin', 'harga', 'telor', 'ternak', 'normal']",6,Positif
"['harga', 'cabai', 'beras', 'telur', 'ayam', 'selasa', 'pasar', 'area', 'dki', 'jakarta', 'pantau', 'stabil', 'naik', 'tipis', 'komoditas']",6,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'lem', 'telor', 'lenjer', 'ada', 'lenjer', 'kulit', 'paket', 'harga', 'jangkau', 'minat', 'order', 'dm']",17,Positif
"['kasie', 'distribusi', 'pangan', 'dinperpa', 'kota', 'kalong', 'kusyanto', 'komoditas', 'telur', 'ayam', 'alami', 'fluktuasi', 'harga']",3,Positif
"['martabak', 'telor', 'harga', 'mati']",7,Positif
"['komoditas', 'alami', 'turun', 'harga', 'telur', 'ayam', 'broiler', 'jagung', 'pipil', 'bawang', 'merah']",3,Positif
"['nak', 'beli', 'nasi', 'lemak', 'kat', 'foodpanda', 'jenguk', 'harga', 'nak', 'checkout', 'ko', 'delivery', 'fee', 'saje', 'bungkus', 'nasi', 'lemak', 'telur']",3,Positif
"['satgas', 'pangan', 'telusur', 'sebab', 'turun', 'harga', 'telur']",7,Positif
"['harga', 'makan', 'pasir', 'nasi', 'rames', 'pakai', 'telor', 'kober', 'harga', 'segitu']",6,Positif
"['ternak', 'unggas', 'impit', 'harga', 'jagung', 'pakan', 'ternak', 'lonjak', 'harga', 'telur', 'merosot', 'sisi', 'data', 'stok', 'jagung', 'tan', 'kemendagbertolak', 'upaya', 'perintah', 'atas']",-10,Negatif
"['bekas', 'oktober', 'kirim', 'harga', 'telur', 'blitar', 'terima', 'kota', 'bekas', 'harga', 'rp', 'sekian', 'terimakasih']",22,Positif
"['bandung', 'oktober', 'kirim', 'harga', 'telur', 'blitar', 'terima', 'kota', 'bandung', 'harga', 'rp', 'sekian', 'terimakasih']",12,Positif
"['purwakarta', 'oktober', 'kirim', 'harga', 'telur', 'blitar', 'terima', 'kota', 'purwakarta', 'harga', 'rp', 'sekian', 'terimakasih']",14,Positif
"['harga', 'telor', 'nyungsep', 'rp', 'dagang', 'ecer', 'rumah', 'tangerang', 'ayo', 'konsumsi', 'telor', 'demand', 'kasihan', 'ternak']",12,Positif
"['harga', 'telur', 'terjun', 'bebas', 'ternak', 'cuci', 'gudang', 'ayam', 'produktif']",0,Positif
"['nelayan', 'melayu', 'fuhh', 'telur', 'markup', 'harga', 'masak', 'lemak', 'sedap', 'telur']",8,Positif
"['deflasi', 'kabupaten', 'kudus', 'dorong', 'harga', 'telur', 'ayamras']",7,Positif
"['harga', 'telur', 'podo', 'wae']",3,Positif
"['lesssugar', 'bakso', 'urat', 'jual', 'harga', 'kbiji', 'bakso', 'telor', 'urat', 'kbiji', 'telor', 'dipake', 'urat']",4,Positif
"['kadang', 'malas', 'nak', 'beli', 'pasar', 'beli', 'nasi', 'goreng', 'pataya', 'nasi', 'goreng', 'kosong', 'salut', 'telur', 'sumpah', 'nasi', 'goreng', 'kosong', 'letak', 'harga', 'rmrm']",12,Positif
"['harga', 'telur', 'murahharga', 'pakan', 'mahal', 'seleksi', 'alam', 'ternak', 'telur']",6,Positif
"['ciamis', 'ternak', 'ayam', 'telur', 'kabupaten', 'ciamis', 'keluh', 'anjlok', 'harga', 'telur', 'pasar', 'harga', 'pakan', 'dapat']",2,Positif
"['harga', 'anjlok', 'ternak', 'ponorogo', 'obral', 'telur', 'kantor', 'bupati']",-4,Negatif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'lem', 'telor', 'lenjer', 'ada', 'lenjer', 'kulit', 'paket', 'harga', 'jangkau', 'minat', 'order', 'dm']",17,Positif
"['harga', 'pakan', 'harga', 'telur', 'anjlok', 'ternak', 'keluh']",2,Positif
"['harga', 'pakan', 'harga', 'telur', 'anjlok', 'ternak', 'keluh']",2,Positif
"['harga', 'jual', 'telur', 'pasar', 'kisar', 'rp', 'kilogram']",4,Positif
"['kaya', 'nganjuk', 'harga', 'telur', 'ayam', 'dengerdenger', 'demo', 'harga', 'telur', 'turun', 'parah']",-1,Negatif
"['makan', 'mie', 'ayam', 'pakai', 'telur', 'kacang', 'yak', 'habis', 'dieng', 'makan', 'mie', 'khas', 'papeda', 'plus', 'sate', 'banget', 'cinta', 'mie', 'penasaran', 'mie', 'chongqing', 'harga', 'cocok', 'yak']",17,Positif
"['kemarin', 'ibuk', 'cerita', 'temennya', 'jual', 'mobil', 'beli', 'pakan', 'ayam', 'telur', 'nutup', 'minggu', 'doang', 'gara', 'harga', 'telur', 'akal']",7,Positif
"['harga', 'telur', 'anjlok', 'ternak', 'telur', 'kota', 'tasikmalaya', 'subsidi', 'perintah']",-4,Negatif
"['trivia', 'harga', 'telur', 'ayam', 'negeri', 'hari', 'tembus', 'kg']",4,Positif
"['curhat', 'ternak', 'ayam', 'telur', 'tasikmalaya', 'harga', 'pakan', 'roket', 'harga', 'telur', 'tukik', 'tajam']",10,Positif
"['harga', 'telur', 'anjlog', 'ternak', 'rugi']",-2,Negatif
"['mahal', 'rm', 'mektam', 'rm', 'nasi', 'lemak', 'telur', 'dadar', 'bungkus', 'polisterin', 'kedai', 'area', 'sume', 'harga']",4,Positif
"['hargatelur', 'tingkat', 'ternak', 'angsur', 'turun', 'rpkg', 'rpribukg', 'harga', 'telur', 'wilayah', 'palas', 'lampung', 'selatan', 'rpribukg']",6,Positif
"['harga', 'telur', 'ayam', 'anjlok', 'kota', 'angin']",-4,Negatif
"['daftar', 'harga', 'butuh', 'pokok', 'jabar', 'oktober', 'telur', 'ayam', 'cabai', 'rangkak']",3,Positif
"['hjabas', 'yuhuuuu', 'harga', 'telur', 'mayung', 'harga', 'emas', 'ingin', 'belasah']",6,Positif
"['harga', 'telur', 'ayam', 'anjlok', 'ri', 'deflasi', 'september']",-3,Negatif
"['komoditas', 'alami', 'turun', 'harga', 'daging', 'ayam', 'broiler', 'bawang', 'putih']",-7,Negatif
"['dasar', 'pantau', 'harga', 'pasar', 'rakyat', 'kota', 'bandung', 'harga', 'ratarata', 'butuh', 'pokok', 'senin', 'oktober', 'komoditas', 'alami', 'naik', 'harga', 'telur', 'ayam', 'broiler', 'jagung', 'pipil', 'cabe', 'merah', 'keriting']",5,Positif
"['jaman', 'telor', 'gobal', 'gabul', 'smpe', 'perubhn', 'cepat', 'banget', 'pdhl', 'beberp', 'mash', 'harga', 'preksu', 'menu', 'mie', 'gaco', 'smpe', 'gaco', 'buka', 'cabg', 'kota', 'mash', 'gin', 'ngeliatin', 'perubhn']",3,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'lem', 'telor', 'lenjer', 'ada', 'lenjer', 'kulit', 'paket', 'harga', 'jangkau', 'minat', 'order', 'dm']",17,Positif
"['beli', 'minimal', 'kilogram', 'tuju', 'harga', 'telur', 'stabil', 'pasar']",8,Positif
"['lek', 'beneran', 'rencana', 'jogjaharusnya', 'bawa', 'beras', 'mie', 'telor', 'rumah', 'engga', 'ajar', 'bahasa', 'jawa', 'krama', 'buener', 'lahmakan', 'pecel', 'tarik', 'harga', 'mie', 'telor', 'es', 'kakak', 'perempuan', 'ribu']",11,Positif
"['harga', 'pakan', 'roket', 'telur', 'ambruk', 'ternak', 'garut', 'paksa', 'lelang', 'ayam']",-7,Negatif
"['rindu', 'harga', 'telur', 'kandang']",5,Positif
"['telur', 'hemat', 'ayam', 'harga', 'spesial', 'senin', 'ternak', 'protein', 'bareng', 'belanja', 'ayam', 'telur', 'tanihub', 'harga', 'hemat', 'pes', 'praktis', 'aman', 'sk', 'laku', 'region', 'jabodetabek']",25,Positif
"['keluh', 'harga', 'jagung', 'pakan', 'ternak', 'kian', 'mahal', 'rasa', 'ternak', 'ayam', 'banyuwangi', 'sisi', 'keluh', 'merosot', 'harga', 'telur', 'naik', 'harga', 'pakan', 'ternak', 'imbas', 'naik', 'harga', 'jagung']",2,Positif
"['nasi', 'lemak', 'bungkus', 'lauk', 'telur', 'sim', 'card', 'harga', 'rm', 'selesai', 'moga', 'hadap', 'situasi', 'hidup']",8,Positif
"['solution', 'nye', 'mkn', 'telur', 'ayam', 'stabil', 'harga']",4,Positif
"['sayang', 'suruh', 'beli', 'telor', 'maluin', 'sayang', 'harga', 'sayang']",12,Positif
"['mikir', 'omong', 'salah', 'harga', 'telur', 'emg', 'ndlosor', 'saking', 'pernah', 'belanja', 'bahan', 'pokok', 'gatau', 'harga', 'malu', 'bgtttt']",2,Positif
"['epaluasi', 'jajar', 'bocahmusebelum', 'tuntut', 'manajemen', 'klub', 'peringkat', 'yanjaluke', 'menang', 'bae', 'liga', 'dewek', 'liga', 'ghaib', 'turun', 'harga', 'nasi', 'sarden', 'telor']",7,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'lem', 'telor', 'lenjer', 'ada', 'lenjer', 'kulit', 'paket', 'harga', 'jangkau', 'minat', 'order', 'dm']",17,Positif
"['instruksi', 'beli', 'telur', 'ternak', 'stabil', 'harga']",5,Positif
"['lebih', 'baik', 'korban', 'tani', 'masyarakat', 'beli', 'telur', 'harga', 'murah', 'perintah', 'aman', 'demo', 'komoditi', 'nasional', 'turun', 'perintah', 'impor', 'telur', 'politik', 'kejam']",-1,Negatif
"['this', 'ajar', 'kulim', 'roti', 'canai', 'telur', 'rm', 'je', 'nasi', 'lemak', 'kolej', 'rm', 'je', 'silap', 'makan', 'je', 'roommate', 'potong', 'rambut', 'harga', 'rm', 'salah', 'salon', 'kulim', 'kejut', 'teruk', 'murah', 'banding', 'dkt', 'selangor']",4,Positif
"['telor', 'nambah', 'harga']",3,Positif
"['september', 'deflasi', 'harga', 'telur']",3,Positif
"['harga', 'telur', 'lampung', 'selatan', 'lonjak', 'rp', 'kilogram', 'harga', 'komoditas', 'turun', 'rp', 'ribu', 'rp']",7,Positif
"['harga', 'telur', 'aceh', 'singkil', 'turun', 'papan', 'jual', 'rp', 'ribu']",1,Positif
"['harga', 'telur', 'anjlok', 'ternak', 'diri', 'obral', 'ayam', 'telur']",-7,Negatif
"['emg', 'pakai', 'telur', 'ayam', 'harga', 'martabak', 'mayan', 'murah', 'martabak', 'affordable', 'mahal', 'ksn', 'nodal', 'telur', 'bebek']",4,Positif
"['open', 'order', 'asam', 'pedas', 'tetel', 'melaka', 'lunch', 'set', 'selasa', 'october', 'asam', 'pedas', 'tetel', 'melaka', 'lunch', 'set', 'lunch', 'set', 'asam', 'pedas', 'tetel', 'nasi', 'putih', 'telur', 'masin', 'ulamulaman', 'sambal', 'belacan', 'harga', 'single', 'set', 'pax', 'rm']",-8,Negatif
"['panggil', 'inflasi', 'harga', 'bungkus', 'nasi', 'lemak', 'telur', 'rmo', 'rm', 'galak', 'muda', 'start', 'invest', 'tackle', 'inflasi', 'untung', 'annual', 'rate', 'return', 'investment']",-1,Negatif
"['nderr', 'baekhyun', 'price', 'dm', 'take', 'harga', 'spesial', 'pke', 'telor']",7,Positif
"['harga', 'telur', 'anjlok', 'jual', 'rugi', 'ayam', 'telur', 'ekor', 'miris', 'meilihat', 'kondisi', 'moga', 'ganti', 'rezeki', 'juang']",-4,Negatif
"['harga', 'pakan', 'rembet', 'harga', 'jual', 'biaya', 'produksi', 'imbang', 'hasil', 'produksi', 'kembang', 'dinamika', 'jawa', 'timur', 'senin', 'oktober', 'kupas', 'polemik', 'ternak', 'harga', 'pakan', 'harga', 'telur', 'jawa', 'timur']",25,Positif
"['bismillah', 'warung', 'markonah', 'sedia', 'jajan', 'makroni', 'spaghetipasta', 'tambah', 'menu', 'nasi', 'goreng', 'kebuli', 'telor', 'ayam', 'kambing', 'bantuin', 'lapak', 'mbak', 'silah', 'order', 'makroni', 'harga', 'kmenu', 'nasi', 'harga', 'lokasi', 'cisarua']",21,Positif
"['murah', 'harga', 'makan', 'nasi', 'goreng', 'pakai', 'telur', 'ceplokdadar']",10,Positif
"['yb', 'menteri', 'kpdnhep', 'tinjau', 'bekal', 'barangan', 'basah', 'kering', 'pasar', 'kecuali', 'harga', 'ayam', 'telur']",1,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'lem', 'telor', 'lenjer', 'ada', 'lenjer', 'kulit', 'paket', 'harga', 'jangkau', 'minat', 'order', 'dm']",17,Positif
"['ijin', 'ngelapak', 'warung', 'soto', 'ceker', 'bu', 'had', 'harga', 'adalagi', 'coba', 'ktm', 'kopi', 'telur', 'bebek', 'madu', 'harga', 'jam', 'operasional', 'senin', 'sabtu', 'jam', 'minggu', 'libur', 'lokasi']",8,Positif
"['salah', 'kamutu', 'sadar', 'nyesuain', 'pacar', 'emosi', 'harga', 'telor', 'kg', 'rp', 'suka', 'request', 'pcs']",9,Positif
"['subang', 'oktober', 'kirim', 'harga', 'telur', 'blitar', 'terima', 'kota', 'subang', 'harga', 'rp', 'sekian', 'terimakasih']",12,Positif
"['jakarta', 'oktober', 'kirim', 'harga', 'telur', 'blitar', 'terima', 'kota', 'pasar', 'minggu', 'jakarta', 'harga', 'rp', 'sekian', 'terimakasih']",14,Positif
"['first', 'time', 'terengganu', 'sarap', 'pagi', 'makan', 'nasi', 'minyak', 'lauk', 'gulai', 'daging', 'ayam', 'bakar', 'harga', 'ringgit', 'je', 'kat', 'nasi', 'lemak', 'telur', 'pon', 'ringgit']",7,Positif
"['harga', 'telur', 'ayam', 'ras', 'turun', 'picu', 'deflasi', 'jawa', 'timur']",2,Positif
"['harga', 'susu', 'tin', 'harga', 'roti', 'harga', 'telur', 'this', 'way', 'bring', 'economy', 'back', 'normal', 'disappointed']",6,Positif
"['pikir', 'komposisi', 'pakan', 'hasil', 'telur', 'bagus', 'ternak', 'tuntut', 'atur', 'sedia', 'pakan', 'ndilalah', 'pas', 'murah', 'beli', 'tanggulang', 'naik', 'harga']",23,Positif
"['harga', 'pakan', 'lambung', 'otomatis', 'harga', 'produksi', 'tingkat', 'tambah', 'harga', 'jual', 'hasil', 'telur', 'murah', 'tantang', 'ternak', 'layer', 'broiler']",21,Positif
"['kakak', 'tawang', 'jaya', 'harga', 'tiket', 'ribu', 'kereta', 'makan', 'sen', 'indomie', 'goreng', 'pakai', 'telor', 'masak', 'rice', 'cooker', 'tumpang', 'tidur', 'lantai', 'tidur', 'bordes', 'alas', 'koran', 'times']",13,Positif
"['sword', 'zaman', 'sosmed', 'parno', 'cepat', 'viral', 'perhati', 'contoh', 'keluh', 'ternak', 'ayam', 'telur', 'kemarin', 'harga', 'jagung', 'konteks', 'bicara', 'komunis', 'pimpin', 'suka', 'kuasa', 'batas', 'demokrasi', 'milu', 'tinggal', 'ganti', 'pilih']",9,Positif
"['bang', 'dh', 'belanja', 'bulan', 'tak', 'beli', 'skit', 'maggie', 'pon', 'dh', 'harga', 'mcm', 'bang', 'masok', 'kicap', 'ngn', 'telur', 'jgak', 'harga', 'nak', 'bareng', 'bareng', 'basah', 'takkn', 'bulan', 'ckup', 'abg', 'mkn', 'maggie', 'bungkus', 'dengn', 'telur', 'je']",12,Positif
"['ayam', 'telur', 'ikan', 'bilis', 'sardin', 'tin', 'harga', 'ganda', 'perdana', 'menteri', 'menteri', 'kabinet', 'malaysia', 'sahaja', 'pandai', 'makan', 'rakyat', 'marhaen', 'makan', 'pasir']",3,Positif
"['bakso', 'comeback', 'budak', 'beringin', 'pilih', 'bakso', 'merecon', 'urat', 'telur', 'harga', 'rbporsi', 'mie', 'ayam', 'harga', 'rbporsi', 'kuah', 'milih', 'kuah', 'pedas', 'kuy', 'serbu']",-1,Negatif
"['itulaaa', 'dh', 'harga', 'marhaen', 'quality', 'best', 'smooth', 'je', 'kulit', 'mcm', 'telur']",3,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'lem', 'telor', 'lenjer', 'ada', 'lenjer', 'kulit', 'paket', 'harga', 'jangkau', 'minat', 'order', 'dm']",17,Positif
"['harga', 'telur', 'hancur', 'kuasa', 'solusi', 'ukur']",11,Positif
"['harga', 'telur', 'turun', 'barusan', 'beli', 'kg', 'harga', 'telur', 'turun', 'signifikan']",10,Positif
