tweet,sentimen
"['ri', 'mendesak', 'pemerintah', 'merespons', 'tudingan', 'menuduh', 'aplikasi', 'pedulilindungi', 'melanggar', 'ham', 'disahkan']",Negatif
"['harap', 'pemerintah', 'buktikan', 'layanan', 'pedulilindungi', 'langgar', 'privasi', 'disahkan']",Positif
"['bereaksi', 'tuduhan', 'kementerian', 'negeri', 'amerika', 'serikat', 'aplikasi', 'peduli', 'lindungi', 'melanggaran', 'ham', 'disahkan']",Positif
"['kenaikan', 'harga', 'energi', 'memberatkan', 'masyarakat', 'pemerintah', 'berhatihati', 'memutuskan', 'disahkan']",Positif
"['mendesak', 'pemerintah', 'membuktikan', 'konkret', 'aplikasi', 'pedulilindungi', 'melanggar', 'ham', 'terkain', 'data', 'pribadi', 'masyarakat', 'disahkan']",Negatif
"['pemerintah', 'mesti', 'cermat', 'bijaksana', 'merencanakan', 'kenaikan', 'harga', 'energi', 'memberatkan', 'masyarakat', 'disahkan']",Positif
"['bersyukur', 'pengendalian', 'gelombang', 'ketiga', 'pandemi', 'covid', 'ditangani', 'diantisipasi', 'disahkan']",Positif
"['kondisi', 'global', 'akibat', 'perang', 'rusiaukraina', 'mendorong', 'peningkatan', 'komoditas', 'energi', 'pangan', 'disahkan']",Negatif
"['ri', 'pemerintah', 'mengantisipasi', 'peningkatan', 'risiko', 'ekonomi', 'global', 'imbas', 'perang', 'rusiaukraina', 'disahkan']",Negatif
"['pembuktian', 'pemerintah', 'anggapan', 'pedulilindungi', 'menimbulkan', 'gangguan', 'kesewenangwenangan', 'dibantah', 'disahkan']",Positif
"['dewan', 'perwakilan', 'rakyat', 'pemerintah', 'membuktikan', 'aplikasi', 'pedulilindungi', 'melanggar', 'privasi', 'disahkan']",Negatif
"['suara', 'lantang', 'pemerintah', 'buktikan', 'tuduhan', 'kemenlu', 'disahkan']",Positif
"['mendesak', 'pemerintah', 'benarbenar', 'memperhatikan', 'kondisi', 'masyarakat', 'mengambil', 'kebijakan', 'disahkan']",Positif
"['selamat', 'lahir', 'harlah', 'salah', 'organisasi', 'mahasiswa', 'islam', 'tertua', 'indonesia', 'pmii', 'disahkan']",Positif
"['ri', 'merespon', 'wacana', 'kenaikan', 'pertalite', 'solar', 'gas', 'lpg', 'kilogram', 'disahkan']",Negatif
"['bergotong', 'royong', 'mensukseskan', 'penyelenggaraan', 'ibadah', 'haji', 'disahkan']",Positif
"['bbm', 'elpiji', 'listrik', 'terancam', 'pemerintah', 'perhatikan', 'kondisi', 'rakyat', 'ambil', 'kebijakan', 'disahkan']",Positif
"['pembuktian', 'publik', 'ragu', 'aplikasi', 'disahkan']",Negatif
"['pemerintah', 'membuktikan', 'pelanggaran', 'ham', 'penggunaan', 'aplikasi', 'peduli', 'lindungi', 'disahkan']",Negatif
"['bukti', 'keberpihakan', 'mbak', 'kepentingan', 'kaum', 'perempuan', 'disahkan']",Positif
"['terima', 'kasih', 'bu', 'terima', 'kasih', 'wamen', 'terima', 'kasih', 'bu', 'stop', 'kekerasan', 'seksual', 'teriakan', 'menggema', 'disahkan']",Positif
"['informasi', 'valid', 'jerih', 'payah', 'penanganan', 'covid', 'bias', 'disahkan']",Positif
"['ri', 'penghargaan', 'elemen', 'perempuan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'disahkan']",Positif
"['mendorong', 'pemerintah', 'membuktikan', 'bantahan', 'laporan', 'kemenlu', 'pelanggaran', 'ham', 'aplikasi', 'pedulilindungi', 'disahkan']",Negatif
"['ri', 'pemerintah', 'membuktikan', 'pedulilindungi', 'melanggar', 'privasi', 'disahkan']",Negatif
"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini', 'disahkan']",Positif
"['citacita', 'membangun', 'bangsa', 'berperan', 'bangsa', 'disahkan']",Positif
"['pembina', 'fraksi', 'pdip', 'menginstruksikan', 'komponen', 'partai', 'mengerahkan', 'sumberdaya', 'mengegolkan', 'disahkan']",Positif
"['alasan', 'citacitanya', 'terjun', 'dunia', 'politik', 'salah', 'satunya', 'membangun', 'bangsa', 'indonesia', 'disahkan']",Negatif
"['dianggap', 'berjasa', 'berkomitmen', 'mengesahkan', 'undang', 'undang', 'pembahasannya', 'periode', 'disahkan']",Positif
"['ri', 'penghargaan', 'elemen', 'perempuan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'disahkan']",Positif
"['informasi', 'data', 'pribadi', 'rakyat', 'pedulilindungi', 'penanganan', 'pandemi', 'covid', 'disahkan']",Negatif
"['pemerintah', 'cermat', 'bijaksana', 'merencakan', 'kenaikan', 'harga', 'energi', 'disahkan']",Positif
"['perempuan', 'lapisan', 'masyarakat', 'aktivis', 'perempuan', 'berterima', 'kasih', 'total', 'tuntas', 'menggolkan', 'disahkan']",Positif
"['dianggap', 'berjasa', 'berkomitmen', 'mengesahkan', 'undang', 'undang', 'pembahasannya', 'periode', 'disahkan']",Positif
"['pengesahan', 'elemen', 'perempuan', 'penghargaan', 'sebesarbesarnya', 'ri', 'disahkan']",Positif
"['pendekatan', 'politikus', 'pdip', 'nahdliyah', 'dianggap', 'merawat', 'kesinambungan', 'disahkan']",Netral
"['pemerintah', 'menjaga', 'daya', 'beli', 'masyarakat', 'bantuan', 'sosial', 'masyarakat', 'disahkan']",Positif
"['mbak', 'memiliki', 'sensitivitas', 'pembelaan', 'kaum', 'perempuan', 'disahkan']",Positif
"['mendorong', 'pemerintah', 'mengambil', 'kebijakan', 'efektif', 'mengendalikan', 'kestabilan', 'harga', 'komoditas', 'disahkan']",Positif
"['menilai', 'reses', 'momentum', 'wakil', 'rakyat', 'memonitor', 'stok', 'stabilitas', 'harga', 'sembilan', 'bahan', 'pokok', 'disahkan']",Positif
"['anggota', 'dewan', 'memanfaatkan', 'reses', 'april', 'mei', 'menyerap', 'aspirasi', 'rakyat', 'daerah', 'pemilihannya', 'masingmasing', 'disahkan']",Negatif
"['pemerintah', 'progresif', 'menuntaskan', 'pembahasan', 'pelindungan', 'data', 'pribadi', 'pdp', 'disahkan']",Positif
"['terpenuhinya', 'ketersediaan', 'air', 'minum', 'jamaah', 'menghadapi', 'badai', 'panas', 'tanah', 'suci', 'disahkan']",Negatif
"['pembuktian', 'pemerintah', 'anggapan', 'pedulilindungi', 'menimbulkan', 'gangguan', 'kesewenangwenangan', 'dibantah', 'disahkan']",Positif
"['pemerintah', 'berkewajiban', 'melindungi', 'data', 'pribadi', 'masyarakat', 'disahkan']",Netral
"['publik', 'mbak', 'menitikkan', 'air', 'perjuangan', 'mengawal', 'disahkan']",Positif
"['kepercayaan', 'publik', 'khawatir', 'informasi', 'ditanggulangi', 'masyarakat', 'ragu', 'aplikasi', 'pedulilindungi', 'disahkan']",Negatif
"['tudingan', 'dibiarkan', 'disahkan']",Positif
"['disinformasi', 'mendorong', 'pemerintah', 'klarifikasi', 'disahkan']",Negatif
"['menyebut', 'tudingan', 'pedulilindungi', 'melanggar', 'ham', 'mempengaruhi', 'kepercayaan', 'publik', 'pemerintah', 'disahkan']",Positif
"['informasi', 'valid', 'jerih', 'payah', 'penanganan', 'covid', 'bias', 'disahkan']",Positif
"['disahkannya', 'memiliki', 'posisi', 'membela', 'kepentingan', 'kaum', 'perempuan', 'kerap', 'stereotip', 'negatif', 'beragam', 'kekerasan', 'seksual', 'disahkan']",Positif
"['tudingan', 'menyoroti', 'laporan', 'lsm', 'pemerintah', 'mengawasi', 'data', 'pribadi', 'masyarakat', 'pedulilindungi', 'diabaikan', 'disahkan']",Negatif
"['tudingan', 'dibiarkan', 'disahkan']",Positif
"['menilai', 'aplikasi', 'pedulilindungi', 'manfaat', 'tepatnya', 'terkait', 'penanganan', 'pandemi', 'covid', 'disahkan']",Negatif
"['tudingan', 'menyoroti', 'laporan', 'lsm', 'pemerintah', 'mengawasi', 'data', 'pribadi', 'masyarakat', 'pedulilindungi', 'diabaikan', 'disahkan']",Negatif
"['pemerintah', 'penjelasan', 'komprehensif', 'informasi', 'beredar', 'masyarakat', 'simpang', 'siur', 'disahkan']",Positif
"['nuzulul', 'quran', 'jatuh', 'ramadhan', 'spirit', 'umat', 'muslim', 'berdedikasi', 'kehidupan', 'berbangsa', 'bernegara', 'disahkan']",Positif
"['ri', 'pemerintah', 'bergerak', 'cepat', 'pelaksanaan', 'ibadah', 'haji', 'disahkan']",Positif
"['terpenuhinya', 'ketersediaan', 'air', 'minum', 'jamaah', 'menghadapi', 'badai', 'panas', 'tanah', 'suci', 'disahkan']",Negatif
"['laporan', 'amerika', 'serikat', 'kegelisahan', 'publik', 'pemerintah', 'penjelasan', 'komprehensif', 'informasi', 'simpang', 'siur', 'disahkan']",Negatif
"['bergotongroyong', 'mensukseskan', 'penyelenggaraan', 'ibadah', 'haji', 'disahkan']",Positif
"['tudingan', 'pedulilindungi', 'melanggar', 'ham', 'dipatahkan', 'pemerintah', 'indonesia', 'bukti', 'disahkan']",Negatif
"['selamat', 'memperingati', 'nuzulul', 'quranpuan', 'disahkan']",Positif
"['pemerintah', 'berkewajiban', 'melindungi', 'data', 'pribadi', 'masyarakat', 'disahkan']",Netral
"['mendesak', 'pemerintah', 'membuktikan', 'konkret', 'aplikasi', 'pedulilindungi', 'melanggar', 'ham', 'terkain', 'data', 'pribadi', 'masyarakat', 'disahkan']",Negatif
"['menyebut', 'umat', 'muslim', 'indonesia', 'menunaikan', 'ibadah', 'haji', 'disahkan']",Positif
"['apresiasi', 'masyarakat', 'sipil', 'bantu', 'wujudkan', 'disahkan']",Positif
"['dibukanya', 'kuota', 'haji', 'mencapai', 'juta', 'jemaah', 'disambut', 'dipersiapkan', 'mungkinpuan', 'disahkan']",Positif
"['kepercayaan', 'publik', 'khawatir', 'informasi', 'ditanggulangi', 'masyarakat', 'ragu', 'aplikasi', 'pedulilindungi', 'disahkan']",Negatif
"['menilai', 'pemerintah', 'persiapan', 'teknis', 'jemaah', 'haji', 'indonesia', 'terlayani', 'disahkan']",Positif
"['mari', 'jalani', 'ramadhan', 'mulia', 'penuh', 'keberkahan', 'aktivitas', 'positif', 'produktif', 'menyongsong', 'indonesia', 'baikpuan', 'disahkan']",Positif
"['upaya', 'pembunuhan', 'meninggalkan', 'bekas', 'lubang', 'dinding', 'ruang', 'makan', 'istana', 'disahkan']",Negatif
"['menceritakan', 'presiden', 'ri', 'soekarno', 'memimpin', 'sidang', 'dewan', 'pertimbangan', 'agung', 'dpa', 'disahkan']",Positif
"['disinformasi', 'mendorong', 'pemerintah', 'klarifikasi', 'disahkan']",Negatif
"['lahirnya', 'hasil', 'komitmen', 'indonesia', 'kekerasan', 'seksual', 'disahkan']",Positif
"['menilai', 'aplikasi', 'pedulilindungi', 'manfaat', 'tepatnya', 'terkait', 'penanganan', 'pandemi', 'covid', 'disahkan']",Negatif
"['ri', 'bercerita', 'kakeknya', 'presiden', 'ri', 'soekarno', 'lolos', 'upaya', 'pembunuhan', 'ramadhan', 'disahkan']",Negatif
"['pemerintah', 'buktikan', 'layanan', 'pedulilindungi', 'langgar', 'privacy', 'disahkan']",Positif
"['mengajak', 'perempuan', 'indonesia', 'semangat', 'disahkan']",Positif
"['pengesahan', 'undang', 'undang', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'diperingatinya', 'kartini', 'disahkan']",Positif
"['pengesahan', 'hadiah', 'perempuan', 'indonesia', 'kesempatan', 'meneteskan', 'air', 'disahkan']",Positif
"['kehadiran', 'undang', 'undang', 'pedoman', 'aparat', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksualpuan', 'disahkan']",Positif
"['menyebut', 'tudingan', 'pedulilindungi', 'melanggar', 'ham', 'mempengaruhi', 'kepercayaan', 'publik', 'pemerintah', 'disahkan']",Positif
"['pemerintah', 'penjelasan', 'komprehensif', 'informasi', 'beredar', 'masyarakat', 'simpang', 'siur', 'disahkan']",Positif
"['mengungkap', 'berhasil', 'mengesahkan', 'digagas', 'dekade', 'disahkan']",Positif
"['harap', 'pemerintah', 'buktikan', 'layanan', 'pedulilindungi', 'langgar', 'privasi', 'disahkan']",Positif
"['menyinggung', 'fungsi', 'legislasi', 'dewan', 'persidangan', 'iv', 'sidang', 'disahkan']",Negatif
"['berkontribusi', 'patut', 'apresiasi', 'anggota', 'dewan', 'parlemen', 'disahkan']",Negatif
"['indah', 'sahnya', 'tonggak', 'perlindungan', 'perempuan', 'indonesia', 'kartini']",Positif
"['ri', 'mendesak', 'pemerintah', 'merespons', 'tudingan', 'menuduh', 'aplikasi', 'pedulilindungi', 'melanggar', 'ham', 'disahkan']",Negatif
"['rapat', 'paripurna', 'pengesahan', 'dipimpin', 'disetujui', 'inisiatif', 'januari', 'disahkan']",Positif
"['laporan', 'amerika', 'serikat', 'kegelisahan', 'publik', 'pemerintah', 'penjelasan', 'komprehensif', 'informasi', 'simpang', 'siur', 'disahkan']",Negatif
"['bereaksi', 'tuduhan', 'kementerian', 'negeri', 'amerika', 'serikat', 'aplikasi', 'peduli', 'lindungi', 'melanggaran', 'ham', 'disahkan']",Positif
"['menyebut', 'kenaikan', 'harga', 'energi', 'memberatkan', 'rakyat', 'disahkan']",Positif
"['dewan', 'perwakilan', 'rakyat', 'pemerintah', 'membuktikan', 'aplikasi', 'pedulilindungi', 'melanggar', 'privasi', 'disahkan']",Negatif
"['apbn', 'berdarah', 'disahkan']",Positif
"['bukti', 'kepedulian', 'terhadapperempuan', 'indonesia']",Negatif
"['berpendapat', 'kebijakan', 'menaikkan', 'harga', 'pertalite', 'listrik', 'gas', 'elpiji', 'kg', 'berdampak', 'masyarakat', 'disahkan']",Positif
"['pemerintah', 'memperhatikan', 'menaikkan', 'harga', 'disahkan']",Positif
"['pemerintah', 'rencana', 'menaikkan', 'harga', 'kebutuhan', 'bertahap', 'disahkan']",Positif
"['suara', 'lantang', 'pemerintah', 'buktikan', 'tuduhan', 'kemenlu', 'disahkan']",Positif
"['pemerintah', 'memperhatikan', 'masyarakat', 'menetapkan', 'kenaikan', 'harga', 'disahkan']",Positif
"['tudingan', 'pedulilindungi', 'melanggar', 'ham', 'dipatahkan', 'pemerintah', 'indonesia', 'bukti', 'disahkan']",Negatif
"['dukungan', 'pemerintah', 'pusat', 'pemerintah', 'daerah', 'dinas', 'terkait', 'generasi', 'penerus', 'bangsa', 'patah', 'arang', 'berjuang', 'mewujudkan', 'citacita', 'disahkan']",Netral
"['menatap', 'generasi', 'emas', 'isapan', 'jempol', 'disahkan']",Positif
"['sadar', 'membawa', 'perubahan', 'mari', 'menguatkan', 'bergotongroyong', 'indonesia', 'makmur', 'sejahtera', 'disahkan']",Positif
"['pembuktian', 'publik', 'ragu', 'aplikasi', 'disahkan']",Negatif
"['acara', 'sinau', 'bareng', 'cak', 'nun', 'salah', 'hadir', 'citacita', 'perjalanan', 'membangun', 'indonesia', 'disahkan']",Negatif
"['indonesia', 'kuota', 'tambahan', 'sisa', 'kuota', 'haji', 'negara', 'terserap', 'disahkan']",Netral
"['pemerintah', 'membuktikan', 'pelanggaran', 'ham', 'penggunaan', 'aplikasi', 'peduli', 'lindungi', 'disahkan']",Negatif
"['menyebut', 'pemerintah', 'melobi', 'arab', 'saudi', 'mencari', 'tambahan', 'kuota', 'haji', 'disahkan']",Positif
"['pemerintah', 'bergerak', 'cepat', 'memaksimalkan', 'diplomasi', 'indonesia', 'kuota', 'maksimal', 'disahkan']",Negatif
"['kerajaan', 'arab', 'saudi', 'mengumumkan', 'membuka', 'haji', 'total', 'kuota', 'juta', 'jemaah', 'disahkan']",Positif
"['ri', 'pemerintah', 'membuktikan', 'pedulilindungi', 'melanggar', 'privasi', 'disahkan']",Negatif
"['bu', 'pahlawan', 'perempuan', 'indonesia', 'berhasil', 'mengesahkan', 'kartini']",Positif
"['menyebut', 'umat', 'muslim', 'indonesia', 'menunaikan', 'ibadah', 'haji', 'disahkan']",Positif
"['pemerintah', 'bergerak', 'cepat', 'memaksimalkan', 'diplomasi', 'indonesia', 'kuota', 'maksimal', 'disahkan']",Negatif
"['mengajak', 'umat', 'islam', 'ramadan', 'mulia', 'penuh', 'keberkahan', 'aktivitas', 'positif', 'produktif', 'menyongsong', 'indonesia', 'disahkan']",Positif
"['salah', 'berkah', 'puasa', 'berkah', 'dikaruniakan', 'tuhan', 'yme', 'suci', 'ramadan', 'dirasakan', 'karno', 'selamat', 'upaya', 'pembunuhan', 'disahkan']",Positif
"['mendorong', 'pemerintah', 'membuktikan', 'bantahan', 'laporan', 'kemenlu', 'pelanggaran', 'ham', 'aplikasi', 'pedulilindungi', 'disahkan']",Negatif
"['karno', 'berulang', 'ancaman', 'pembunuhan', 'pengabdiannya', 'disahkan']",Negatif
"['menyebutnya', 'berkah', 'ibadah', 'puasa', 'ramadhan', 'menyelamatkan', 'kakeknya', 'disahkan']",Positif
"['ruutpks', 'resmi', 'disahkan', 'kepemimpinan', 'kartini']",Positif
"['ri', 'bercerita', 'kakeknya', 'presiden', 'ri', 'soekarno', 'lolos', 'upaya', 'pembunuhan', 'ramadhan', 'disahkan']",Negatif
"['menyinggung', 'fungsi', 'legislasi', 'dewan', 'persidangan', 'iv', 'sidang', 'disahkan']",Negatif
"['kewenangan', 'berjanji', 'pengawasan', 'tertawa', 'rakyat', 'perlindungan', 'data', 'pribadi', 'terjaga', 'disahkan']",Positif
"['sukses', 'kawal', 'banjir', 'pujian', 'aktivis', 'perempuan', 'kartini']",Positif
"['berkontribusi', 'patut', 'apresiasi', 'anggota', 'dewan', 'parlemen', 'disahkan']",Negatif
"['menyinggung', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'menutup', 'sidang', 'disahkan']",Positif
"['terima', 'kasih', 'kepemimpinannya', 'mendorong', 'disahkannya', 'disahkan']",Positif
"['informasi', 'data', 'pribadi', 'rakyat', 'pedulilindungi', 'penanganan', 'pandemi', 'covid', 'disahkan']",Negatif
"['rapat', 'paripurna', 'pengesahan', 'dipimpin', 'disetujui', 'inisiatif', 'januari', 'disahkan']",Positif
"['merawat', 'kesinambungan', 'siti', 'tujuan', 'fungsi', 'ri', 'disahkan']",Netral
"['simbol', 'keberhasilan', 'indonesia', 'kartini']",Netral
"['peneliti', 'ahli', 'utama', 'badan', 'riset', 'inovasi', 'nasional', 'brin', 'siti', 'zuhro', 'menyarankan', 'merawat', 'hubungan', 'warga', 'nahdliyin', 'pdi', 'perjuangan', 'disahkan']",Positif
"['seandainya', 'pdp', 'disahkan', 'pengguna', 'data', 'pribadi', 'diawasi', 'otoritas', 'independen', 'kementerian', 'tudingan', 'pelanggaran', 'privasi', 'mudah', 'dibuktikan', 'disahkan']",Positif
"['tugas', 'bersilaturahmi', 'menjalankan', 'fungsi', 'diembannya', 'dewan', 'perwakilan', 'rakyat', 'disahkan']",Negatif
"['informasi', 'valid', 'jerih', 'payah', 'penanganan', 'covid', 'bias', 'disahkan']",Positif
"['pmii', 'organisasi', 'mahasiswa', 'bertransformasi', 'membangun', 'peradaban', 'disahkan']",Positif
"['prestasi', 'individu', 'prestasi', 'kepemimpinan', 'kartini']",Netral
"['mahasiswa', 'bersikap', 'pasif', 'aktif', 'berkontribusi', 'membantu', 'membangun', 'bangsa', 'bidang', 'disahkan']",Netral
"['selamat', 'lahir', 'harlah', 'salah', 'organisasi', 'mahasiswa', 'islam', 'tertua', 'indonesia', 'pmii', 'disahkan']",Positif
"['pemerintah', 'progresif', 'menuntaskan', 'pembahasan', 'pelindungan', 'data', 'pribadi', 'pdp', 'disahkan']",Positif
"['bukti', 'keberpihakan', 'mbak', 'kepentingan', 'kaum', 'perempuan', 'disahkan']",Positif
"['pembuktian', 'pemerintah', 'anggapan', 'pedulilindungi', 'menimbulkan', 'gangguan', 'kesewenangwenangan', 'dibantah', 'disahkan']",Positif
"['perempuan', 'lapisan', 'masyarakat', 'aktivis', 'perempuan', 'berterima', 'kasih', 'total', 'tuntas', 'menggolkan', 'disahkan']",Positif
"['implementasi', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual', 'kartini']",Netral
"['pemerintah', 'berkewajiban', 'melindungi', 'data', 'pribadi', 'masyarakat', 'disahkan']",Netral
"['pendekatan', 'nahdliyin', 'dianggap', 'merawat', 'kesinambungan', 'disahkan']",Netral
"['nkri', 'harga', 'mati', 'kalimat', 'sabang', 'merauke', 'dalamnya', 'semangat', 'jiwa', 'bersatu', 'padu', 'sangsaka', 'merah', 'putih', 'disahkan']",Positif
"['ri', 'berharap', 'harlah', 'pmii', 'momentum', 'organisasi', 'bertransformasi', 'membangun', 'peradaban', 'disahkan']",Positif
"['kepercayaan', 'publik', 'khawatir', 'informasi', 'ditanggulangi', 'masyarakat', 'ragu', 'aplikasi', 'pedulilindungi', 'disahkan']",Negatif
"['berhasil', 'disahkan', 'indoensia', 'kartini']",Positif
"['mahasiswa', 'bersikap', 'pasif', 'aktif', 'berkontribusi', 'membantu', 'membangun', 'bangsa', 'bidang', 'disahkan']",Netral
"['implementasi', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual', 'kartini']",Netral
"['sukses', 'kawal', 'kartini']",Positif
"['disinformasi', 'mendorong', 'pemerintah', 'klarifikasi', 'disahkan']",Negatif
"['berharap', 'umur', 'matang', 'pmii', 'membawa', 'kemajuan', 'indonesia', 'disahkan']",Positif
"['ucapkan', 'selamat', 'doa', 'penuh', 'harapan', 'pmii', 'selamat', 'teruslah', 'bertransformasi', 'membangun', 'peradaban', 'disahkan']",Positif
"['selamat', 'lahir', 'harlah', 'salah', 'organisasi', 'mahasiswa', 'islam', 'tertua', 'indonesia', 'pmii', 'disahkan']",Positif
"['sukses', 'kawal', 'kartini']",Positif
"['bukti', 'keberpihakan', 'mbak', 'kepentingan', 'kaum', 'perempuan', 'disahkan']",Positif
"['menyebut', 'tudingan', 'pedulilindungi', 'melanggar', 'ham', 'mempengaruhi', 'kepercayaan', 'publik', 'pemerintah', 'disahkan']",Positif
"['bu', 'perempuan', 'salah', 'pahlawan', 'perempuan', 'indonesia', 'berhasil', 'mengesahkan', 'kartini']",Positif
"['pembina', 'fraksi', 'pdip', 'menginstruksikan', 'komponen', 'partai', 'mengerahkan', 'sumberdaya', 'mengegolkan', 'disahkan']",Positif
"['tonggak', 'perlindungan', 'perempuan', 'indonesia', 'upaya', 'perjuangan', 'pengesahan', 'kartini']",Positif
"['perempuan', 'lapisan', 'masyarakat', 'aktivis', 'perempuan', 'berterima', 'kasih', 'total', 'tuntas', 'menggolkan', 'disahkan']",Positif
"['mbak', 'memiliki', 'sensitivitas', 'pembelaan', 'kaum', 'perempuan', 'disahkan']",Positif
"['publik', 'mbak', 'menitikkan', 'air', 'perjuangan', 'mengawal', 'disahkan']",Positif
"['tudingan', 'menyoroti', 'laporan', 'lsm', 'pemerintah', 'mengawasi', 'data', 'pribadi', 'masyarakat', 'pedulilindungi', 'diabaikan', 'disahkan']",Negatif
"['disahkannya', 'memiliki', 'posisi', 'membela', 'kepentingan', 'kaum', 'perempuan', 'kerap', 'stereotip', 'negatif', 'beragam', 'kekerasan', 'seksual', 'disahkan']",Positif
"['nuzulul', 'quran', 'jatuh', 'ramadhan', 'spirit', 'umat', 'muslim', 'berdedikasi', 'kehidupan', 'berbangsa', 'bernegara', 'disahkan']",Positif
"['informasi', 'valid', 'jerih', 'payah', 'penanganan', 'covid', 'bias', 'disahkan']",Positif
"['selamat', 'memperingati', 'nuzulul', 'quranpuan', 'disahkan']",Positif
"['apresiasi', 'masyarakat', 'sipil', 'bantu', 'wujudkan', 'disahkan']",Positif
"['lahirnya', 'hasil', 'komitmen', 'indonesia', 'kekerasan', 'seksual', 'disahkan']",Positif
"['pemerintah', 'buktikan', 'layanan', 'pedulilindungi', 'langgar', 'privacy', 'disahkan']",Positif
"['tudingan', 'menyoroti', 'laporan', 'lsm', 'pemerintah', 'mengawasi', 'data', 'pribadi', 'masyarakat', 'pedulilindungi', 'diabaikan', 'disahkan']",Negatif
"['mendesak', 'pemerintah', 'membuktikan', 'konkret', 'aplikasi', 'pedulilindungi', 'melanggar', 'ham', 'terkain', 'data', 'pribadi', 'masyarakat', 'disahkan']",Negatif
"['harap', 'pemerintah', 'buktikan', 'layanan', 'pedulilindungi', 'langgar', 'privasi', 'disahkan']",Positif
"['bereaksi', 'tuduhan', 'kementerian', 'negeri', 'amerika', 'serikat', 'aplikasi', 'peduli', 'lindungi', 'melanggaran', 'ham', 'disahkan']",Positif
"['dewan', 'perwakilan', 'rakyat', 'pemerintah', 'membuktikan', 'aplikasi', 'pedulilindungi', 'melanggar', 'privasi', 'disahkan']",Negatif
"['suara', 'lantang', 'pemerintah', 'buktikan', 'tuduhan', 'kemenlu', 'disahkan']",Positif
"['tudingan', 'dibiarkan', 'disahkan']",Positif
"['pahlawan', 'perempuan', 'indonesia', 'berhasil', 'mengesahkan', 'kartini']",Positif
"['bangga', 'sekqli', 'kartini']",Positif
"['tudingan', 'dibiarkan', 'disahkan']",Positif
"['ri', 'pemerintah', 'membuktikan', 'pedulilindungi', 'melanggar', 'privasi', 'disahkan']",Negatif
"['menilai', 'aplikasi', 'pedulilindungi', 'manfaat', 'tepatnya', 'terkait', 'penanganan', 'pandemi', 'covid', 'disahkan']",Negatif
"['kewenangan', 'berjanji', 'pengawasan', 'tertawa', 'rakyat', 'perlindungan', 'data', 'pribadi', 'terjaga', 'disahkan']",Positif
"['seandainya', 'pdp', 'disahkan', 'pengguna', 'pelanggaran', 'privasi', 'mudah', 'dibuktikan', 'terlanjur', 'polemik', 'masyarakat', 'disahkan']",Positif
"['sukses', 'kawal', 'kartini']",Positif
"['pemerintah', 'penjelasan', 'komprehensif', 'informasi', 'beredar', 'masyarakat', 'simpang', 'siur', 'disahkan']",Positif
"['menilai', 'aplikasi', 'pedulilindungi', 'manfaat', 'tepatnya', 'terkait', 'penanganan', 'pandemi', 'covid', 'disahkan']",Negatif
"['pemerintah', 'progresif', 'menuntaskan', 'pembahasan', 'pelindungan', 'data', 'pribadi', 'pdp', 'disahkan']",Positif
"['pemerintah', 'berkewajiban', 'melindungi', 'data', 'pribadi', 'masyarakat', 'disahkan']",Netral
"['bangga', 'kartini']",Positif
"['laporan', 'amerika', 'serikat', 'kegelisahan', 'publik', 'pemerintah', 'penjelasan', 'komprehensif', 'informasi', 'simpang', 'siur', 'disahkan']",Negatif
"['disinformasi', 'mendorong', 'pemerintah', 'klarifikasi', 'disahkan']",Negatif
"['pemerintah', 'penjelasan', 'komprehensif', 'informasi', 'beredar', 'masyarakat', 'simpang', 'siur', 'disahkan']",Positif
"['informasi', 'valid', 'jerih', 'payah', 'penanganan', 'covid', 'bias', 'disahkan']",Positif
"['sukses', 'kawal', 'banjir', 'pujian', 'aktivis', 'perempuan', 'kartini']",Positif
"['tudingan', 'menyoroti', 'laporan', 'lsm', 'pemerintah', 'mengawasi', 'data', 'pribadi', 'masyarakat', 'pedulilindungi', 'diabaikan', 'disahkan']",Negatif
"['sukses', 'kawal', 'banjir', 'pujian', 'kartini']",Positif
"['tudingan', 'dibiarkan', 'disahkan']",Positif
"['tudingan', 'pedulilindungi', 'melanggar', 'ham', 'dipatahkan', 'pemerintah', 'indonesia', 'bukti', 'disahkan']",Negatif
"['menilai', 'aplikasi', 'pedulilindungi', 'manfaat', 'tepatnya', 'terkait', 'penanganan', 'pandemi', 'covid', 'disahkan']",Negatif
"['pemerintah', 'penjelasan', 'komprehensif', 'informasi', 'beredar', 'masyarakat', 'simpang', 'siur', 'disahkan']",Positif
"['laporan', 'amerika', 'serikat', 'kegelisahan', 'publik', 'pemerintah', 'penjelasan', 'komprehensif', 'informasi', 'simpang', 'siur', 'disahkan']",Negatif
