"score","text","klasifikasi"
-4,"angka kemiskinan angka kematian angka maling korupsi angka harga cabe daging angka pengangguran angka bayaran buzzerp angka tukang begal pelecehan angka berkilah pemerintah angka hutang pemerintah covid pucing","Negatif"
-2,"pengen sugar mommy gausah pusing pusing mikirin harga cabe","Negatif"
0,"mus harga nasi bungkus duit harga cabe sdg","Netral"
0,"harga cabe rawit","Netral"
0,"harga cabe harga cabeancabean","Netral"
-1,"harga kebutuhan pokok padang cabai merah pedas","Negatif"
3,"pengen bisikin gausah ngadain acara hotel hotel pasar tawar tawar harga cabe harga hotel samain kaya harga","Positif"
2,"cepat banget melonjak replyannya aslii kaya harga cabe kkg","Positif"
0,"busetttt mentang mentang harga cabe naek","Netral"
-1,"harga cabai makassar meroket rp rp kilogram peningkatan harga cabai diperoleh distributor bergerak maret alasan persediaan berkurang","Negatif"
0,"harga cabai rawit pasar tradisional kabupaten gresik jatim tembus harga rp ribu kilogram kg","Netral"
-1,"ikutan pusing harga cabe beli gorengan dikasih cabe","Negatif"
0,"harga cabai bawang merah jual cabai rp bawang merah rp ribu perkilo","Netral"
0,"cuaca ekstrem harga cabai gilagilaan pekan","Netral"
-1,"pemprov dki jakarta singgung petani enggan menanam imbas harga cabai","Negatif"
-1,"mineral bahan mentah irit harga cabe koyo","Negatif"
-2,"harga ku cabe dikurangi cuannya tidak apa-apa berkurang barokahnya eits barokah","Negatif"
-1,"menggerakkan harga harga turun menyentuh harga resistance analoginya penjual cabe harga rp kg pedagang mengharapkan harganya harga kekuatan pasar","Negatif"
0,"harga cabai boncabe hargane tetep","Netral"
0,"harga cabe","Netral"
-1,"gila zaman skg harga cabai diatas harga daging permainan tengkulak fungsinya","Negatif"
1,"harga cabe tembus rp untung pedagangya benih pestisida mahal pupuk langka biaya sewa lahan harga pembelian tengkulak harga pasar","Positif"
0,"harga cabe kerasa banget astagaaa belanja ribu isinya seupritt","Netral"
0,"harga cabe","Netral"
0,"harga cabe gaji","Netral"
-4,"musim cabe gagal panen sayur dan lain-lain babi wabah makan babi ayam murah kamis jumat harga","Negatif"
0,"ayutika harga cabe","Netral"
-2,"gengsi saingan peduli menahan pedas pantesan harga cabe diborong vincenzo","Negatif"
-1,"kemarin cabe rawit setan tembus ribukg daerah emang mahal cabenya emak ngbrol ngeluhnya harga cabe","Negatif"
-1,"harga cabe tanaman musiman kadang harganya kadang renda tergantung pasokan harga melonjak karnakan cuaca hasil petani berkurang","Negatif"
-1,"harga cabe rawit pedas mulutmu","Negatif"
0,"harga cabe main rp dimana hati nuranimu","Netral"
0,"ajak ngobrol san papa suka topik harga cabe kancil suka mencuri ketimun","Netral"
0,"harga harga cabe bumbu dapur edisi denger tukang sayur keliling","Netral"
1,"harga cabe berpengaruh cabe cabean","Positif"
-2,"nunggu november kemarin nanem biji jdiny banget panen brthn hama musim hujan harga cabai tanaman cabe dilahan busuk curah hujan","Negatif"
-1,"harga cabai naikmaka tindakan penyelamatanyaitu import cabaiitu rumusnya","Negatif"
1,"senang gaji rp juta perbulan kenaikan harga contohnya cabe uda gaji jutapun kebutuhan","Positif"
1,"menteri pertaniansyahrul yasin limpo mulutmu stok harga aman terkendali tempenaik cabai","Positif"
0,"harga cabai pemerintah siapkan langkah strategis ikuti berita situs","Netral"
-1,"mengerti harga cabe ramadhan banget harga sembilan bahan pokok kesal emang","Negatif"
0,"harga cabai nyambel mahal makan pakai saos botol belibis dan lain-lain beli lauk ikan dendeng balado dan lain-lain harga lauk diwarung padang","Netral"
1,"untungnya keluarga gabisa pedes harga cabe","Positif"
0,"harga cabe ditempat ku harga wae dung","Netral"
-1,"memilih nongkrong malming besok sayurnya pedes harga cabe saham bris kalah","Negatif"
0,"hahahihi sebentar ayo belajar harga cabe","Netral"
0,"duasatu petani merugi harga cabe selisih","Netral"
-1,"cuaca buruk harga cabai medan rp kilogram","Negatif"
1,"bersyukur harga cabe makan pedess","Positif"
-1,"rumah masakan ibuk pedes tandanya harga cabe","Negatif"
-1,"harga cabai akibat cuaca buruk","Negatif"
0,"puasa harga cabe sikit sikit duaribu duaribu","Netral"
1,"kunjung stabil harga cabai","Positif"
0,"ngecek harga cabe merah sambal warung tegal uda warna merah","Netral"
0,"kayaknya jarang nawar harganya akal harga cabai bawang ayam telur bicara penjualnya munggah meneh saiki tetep beli namanya butuh","Netral"
0,"harga cabe rawit salut tukang seblak langganan harganya ceban pedesnya banyaknya curiga doi kebon cabe rumahnya","Netral"
-1,"harga cabai pedagang bandung terpaksa jual cabai busuk inews pagi","Negatif"
-1,"kementan harga cabai petani enggan menanam","Negatif"
1,"lebih baik hitung harga cabe","Positif"
1,"kaya harga cabe allah","Positif"
0,"doyan pedes harga cabe its","Netral"
-1,"cerita pas tidur siang mimpi beli instan mateng harganya penjualnya harga cabe","Negatif"
-1,"harga cabe aduh pusing","Negatif"
0,"siang beli seblak banget pedes pas berita harga cabe pantesan","Netral"
0,"harga cabe rawit pasar tradisional","Netral"
-1,"harga cabai tembus rpkg mendag salah","Negatif"
0,"pemerintah harga cabai petani tanam","Netral"
0,"aduh diskon cororong harga cabe","Netral"
0,"harga cabe","Netral"
0,"birthday gift suami benih cabe tomat keinget harga cabe doyan banget makan sambel maap cabe muncul","Netral"
0,"harga cabai kudus tajam","Netral"
0,"gara harga cabe beli gorengan cabe","Netral"
0,"id kabar harga cabe telur turun roller coaster","Netral"
0,"harga cabai terkendali pemerintah dinilai paham desain pangan","Netral"
-3,"musim panen cabe harga anjlok cuman kg petani rugi parah giliran petani nanem harga banget gabisa pas petani panen dipasar cabe melonjak ekspor gapaham sistem pasar solusinya petani ngenes","Negatif"
1,"pelajaran bagusakibat harga cabai pemerintah berusaha turunkan harga berusaha impor giliran cabe harga turun berbuat tanam harga layak petani gabah","Positif"
0,"harga cabe","Netral"
-1,"judul beritanya harga cabai harganya enggan turun","Negatif"
-1,"kementan harga cabai petani enggan menanam","Negatif"
0,"harga cabe duit belanjanya","Netral"
0,"aduh harga cabai rawit merah bekasinaik","Netral"
0,"akibat cuaca ekstrem harga cabai rawit domba melejit","Netral"
0,"harga cabai","Netral"
1,"pesen lotek penjual curhat harga cabai kasih","Positif"
0,"sedang apa harga cabe naiknya babget kabarin","Netral"
2,"harga cabe tenang cabe tanamanku berbuah puji gusti nyambel aman","Positif"
0,"harga cabai petani daerah merugi","Netral"
0,"mama ngomelngomel harga cabe","Netral"
0,"gawat harga cabai mesti kurangkurangin makan pedes kuat makan pedes level sii","Netral"
0,"harga cabai","Netral"
0,"ngeramaikan dikala harga cabe pedes salah emakyg beruntung petik kebun beli sampegk harganya melambung panen bagike tetangga","Netral"
0,"harga cabe gaji","Netral"
-2,"harga cabai rawit wilayah jakarta sorotan pasalnya harganya salah satunya akibat cuaca buruk melanda tanah air","Negatif"
0,"id harga cabe turun az","Netral"
0,"lapor harga cabai merah pasar way halim menyentuh angka signifikan minggu kemarin kisaran harga rban laporan selesai","Netral"
0,"harga mobil turuntapi cabai","Netral"
2,"id suka menyuarakan kesusahan rakyat daftar dpr harga suara petani cabe kegirangan suarakan emang cuman bersuara","Positif"
-1,"harga pangan dijaga utamanya kebutuhan pokok drun beras gula minyak telur teriak cuman cabe ramai dolenmu aduh","Negatif"
0,"id cool room sambel bawang sip catering harga cabe turun maklumin","Netral"
1,"harga saham turun harga cabe berharga ttp ladang pertanian","Positif"
-3,"menanam cabe rumah gangguan hama solusi hemat biaya belanja harga","Negatif"
-3,"musim hujan cabe busuk salah pemerintah normalnya panen hektar ton cuman ton salah pemerintah pemerintah import salah nikmatin musim kemarau cabe bagus harga kg","Negatif"
-1,"cuaca buruk harga cabe rawit pasar tradisional kota probolinggo","Negatif"
-1,"harga bahan pangan melambung akibat petani cabai daerah gagal panen tvone","Negatif"
0,"harga cabai ditentukan siklus alam penjelasan kadis perdagangan umkm perindustrian palangkaraya","Netral"
-1,"harga bahan pangan melambung akibat petani cabai daerah gagal panen tvone","Negatif"
0,"harga cabe mlu jarang sambel","Netral"
0,"harga cabai rawit lipat tembus kkg astagaaa","Netral"
0,"harga cabe krna cuaca gajimu turun krna","Netral"
0,"harga cabe pasar turun harga cabecabean adeknya","Netral"
-1,"sebelah kiri marah harga cabe","Negatif"
0,"harga cabe jokowi turun","Netral"
0,"buset harga cabe","Netral"
0,"rebu sekilo anjer wkkw indonesia harga cabe","Netral"
0,"suwer saudara laki-laki mengerti mengerti harga cabe garam impor keledai impor makan tempe mewah bahan bakunya impor","Netral"
-1,"pedas harga cabai rawit merah kota tangerang rp ribu via","Negatif"
0,"harga cabe kabar beli cabe taro kulkas kosan hilang dibuka sama sekali bungkusnya ludes","Netral"
-1,"kritik harga barangcabenaik menteri","Negatif"
1,"coba kadang harga cabekedelaidll turun perencanaan strategislah milih komoditas ditanamnnya emg mudah nentuin prospek kedepannya","Positif"
3,"harga cabe meroketseneng dengarnyakrn petani menikmati keuntungan miris sektor brdampak kenaikan cabespt bisnis kulinerwarung makanjd adil dipikir mmapa penyebab cabe yaapa pupuk mahalapa supply dikit demand","Positif"
0,"harga harga sayur mayur cabe rawit merah berkisar rp kg","Netral"
0,"harga cabai rawit merah persen","Netral"
-1,"ujian berat tukang nyambel harga cabe","Negatif"
0,"harga cabe maklum usum udan lomboku panen","Netral"
0,"del coba tanem taneman cabe rumahibuku bertahun nanem kerasa harga cabe turun","Netral"
-2,"know feeling tidak apa-apa nikmatin menjerit tertahan tidak apa-apa turun belanjanya dikit krna sna musim hujan harga cabe semangat kakak","Negatif"
-1,"menteri pertaniansyahrul yasin limpo blunder kaget blunder harga tempenaik cabai rawit merah kg mulut mu stok harga aman terkendali","Negatif"
-1,"pedas harga cabai rawit merah kota tangerang rp ribu","Negatif"
1,"ibuu harga cabe dimohon nawar bu sananya gadapet untung","Positif"
-1,"harga cabai meningkat musim hujan cabe ribet banget ujan kemarau lebaran melulu turun","Negatif"
0,"cabe rawit bang harga melejit pedagang masakan harga bahan utamanya melejit cari bertahan","Netral"
0,"oma harga cabe eno","Netral"
-1,"harga cabe murahan","Negatif"
0,"banting harga cabe tolong kesiksa makan pedes cabe","Netral"
-1,"yeep kemarin spechless gegara harga cabe rawit ganti harga allah segitunya","Negatif"
0,"merdeka mengantisipasi maslah hujankemarau musim hujan harga cabe melonjak mejleang lebarannatal harga telur maslah suply demand diurusin batery mobil listrik urusan receh","Netral"
0,"sebulan jelang ramadan harga cabai bandung rp ribu gram","Netral"
-1,"dampak cuaca buruk harga cabai pasar tumenggungan kebumen merangkak","Negatif"
0,"sebulan jelang ramadan harga cabai bandung rp ribu gram","Netral"
-1,"harga ayam gepreknya harga cabai melambung wajar namanya cabai bawang dan lain-lain turun susah turun harga ayam gepreknya turun turun terdiam","Negatif"
0,"harga cabai merah jambi capai rp ribu kilogram via","Netral"
0,"harga cabe makan pedespun berasa","Netral"
0,"harga cabai rawit melonjak rp kg","Netral"
1,"ngurangin konsumsi cabe kesehatan harga cabe","Positif"
-1,"sedih harga cabe rawit melulu","Negatif"
0,"ngetiknya turun harga cabe hehehehe","Netral"
0,"harga mobil turunehh harga cabe naikspt dikasih intensif pemerintah","Netral"
0,"harga mobil turunehh harga cabe naikspt dikasih intensif pemerintah","Netral"
0,"adinda syahrini kaget harga telor cabe dan lain-lain","Netral"
0,"harga cabai merah bawang pasar raya padang","Netral"
0,"harga cabe sekilo sebijinya","Netral"
0,"harga cabai lokal pontianak tembus rp kilogram","Netral"
0,"harga cabe omonganmu pedes","Netral"
0,"harga cabe","Netral"
0,"harga cabai pasar ida","Netral"
0,"harga cabai aleg pks dpr ri johan rosihan pemerintah menjaga ketersediaan","Netral"
0,"harga cabe onset menipis naikin harga dagangan","Netral"
1,"berakin nyus harga ayam potong menggila sesuai kualitas harga cabai mencapain perkilo gram","Positif"
0,"harga cabai aleg pks ingatkan pemerintah jaga ketersediaan","Netral"
0,"nkri harga cabe","Netral"
-1,"dya kampung harga cabai inflasi","Negatif"
2,"indomie potongan rawit afdol cabe berlimpah berpengaruh harga naikgak tetep beli","Positif"
-1,"kadang bingung komen harga cabe turun","Negatif"
1,"ratarata harga pangan pasar tradisional tipis senin kenaikan terbesar dipimpin harga cabai rawit merah harga cabai rawit merah persen kg rp kg","Positif"
0,"harga brambang bawang cabe ayam","Netral"
0,"harga cabai rawit merah melonjak februari kisaran rp rp turun rp kg","Netral"
0,"indeks harga perdagangan februari pemicunya cabai atap baja","Netral"
1,"cuaca ekstrem harga cabai rawit ikan segar februari","Positif"
-1,"sedih harga cabe harga daging cabe kg daging sapi kg","Negatif"
1,"cabai rawit komoditas bernilai buktinya jumpai harga kg cabai rawit mahal harga kg daging ayam harganya kirakira penyebabnya","Positif"
-2,"pedas harganya pedas harga cabai rawit merah hijau bekasi jawa barat rp ribukg kenaikan diduga cuaca buruk berdampak hasil panen petani","Negatif"
0,"informasi masyarakat harga cabe kg skrang harganya ribuuu","Netral"
-1,"ekspresi serius bicarain harga cabe","Negatif"
0,"harga cabe","Netral"
1,"harga emas turun harga cabe rawit","Positif"
0,"harga cabe banget mikir nyambel pakek bon cabe hemat","Netral"
0,"barusan belanja mingguan dipasar harga cabe yawlah","Netral"
1,"hargaharga uy cabe rawit rbkg cabe keriting merah rbkg bawang bombay rbkg tomat kg lettuce head rbkg kiyuri rbkg timun rbkg daging ayam rbkg harga jual kedai gofoodgrabfood normal naikin harga bagus","Positif"
0,"harga cabai persen pasarciseeng","Netral"
-2,"harga cabai drastis kualitasnya menurun berita selengkapnya","Negatif"
0,"ohmy minggu pasar harga cabe telur pantesan kemarin sayur ngirimnya dikit banget butuh asupan pedes cookies","Netral"
0,"harga cabai rawit merah tembus kg klik baca","Netral"
1,"hasil panen cabe rek sattisfying poollll metik cabe lumayan menghemat pengeluaran disaat harga cabe","Positif"
0,"harga pasar beras lipat harga cabai bawang merah","Netral"
-1,"pajak barang mewah digratiskan bpjs kalangan menengah apakabar pajak token listrik pulsa kedelai kerap harga cabe jengkol harga beras pusing emak dimana kebijakan profesional rakyat ciliknya","Negatif"
0,"harga cabe bang","Netral"
-2,"cuaca buruk faktor petani gagal panen harga cabai melonjak","Negatif"
0,"jualan ibuk ntaran harga cabe","Netral"
0,"mood mudahnya turun harga cabe dipasar","Netral"
-3,"berdiri tegak pohon beringin kokoh pohon cabe rapuh tiup angin goyah pedas kuat ngomong-ngomong emak harga cabe banget","Negatif"
0,"saingi daging sapi harga cabe purwokerto dieceran rp biji rp kg","Netral"
1,"rey harga cabe kasih hatiku yh kmu simpen bike bike","Positif"
-1,"mvllestari tv paakkk cukuupp tolong pakkk malu nonton jendral mantan presiden cengeng pakk kaya emak curhat harga cabe","Negatif"
0,"nonton berita tv harga cabe ibuibu diwawancara aduh cabe cucu makan gapake cabe makan cabe langit berbintang","Netral"
0,"setan setanan pas harga cabe kaya gini produksinya","Netral"
1,"mobil kebutuhan rakyat stabilisasi harga cabai berguna kebijakan rbkilo dipasaran harga tol nikmatin rakyat rakyat kebagian mesti bayar","Positif"
0,"harga cabai rawit merah pasar pagi tembus kemarin","Netral"
-2,"id siang pergi pasar iseng harga harga cabai pedas harga kacang kejepit harga pisang turun sedih harga susu menonjol","Negatif"
0,"harga cabai gini","Netral"
-1,"nov sekilo cengek domba cengek ijo sekilo menangis banget harga cabe keriting merah ijo angka alloh beli rbeun biji","Negatif"
4,"delapan belas coret tergemes ever read baper paraaaaah semanis manis mood banget mood harga cabe turun terima kasih beautiful au love love sehat another au","Positif"
0,"harga cabe melulu cumn selang bebrrpa minggu alig","Netral"
0,"marahmarah pas harga beras cabe bawang","Netral"
-2,"cabe rawit orange parah harga kgnya pedagang kuliner pusing keliling harga teruscorona gini nombok ditmbh cabe naikmau tutup kasian pegawai berhentikantlg bantu normalin harga cabe","Negatif"
0,"kayaknya jogja syukuran masakin teman komplit mie ayam jamur sate thaican porsi habis xxxrb pakai cabe ajah aman dompet lirik harga lombok rawit grateful vik","Netral"
0,"harga cabai rawit mataram dipicu cuaca insidelombok","Netral"
0,"membicarakan harga cabe","Netral"
-1,"semenjak mamak harga cabe alig pas dikang sayur syok dengernya kg harga daging pas mudeng harga cabe","Negatif"
-1,"paraaaah mithhh lelah banget dicomplaint harga cabe haji doakan musim berganti cabe hidup","Negatif"
0,"emak emak ngmginnya harga cabe","Netral"
0,"mengeluhkan harga cabe rawit semalem ayam geprek telur orakarik sambel bawang pms","Netral"
1,"harga cabe bawang alasannya banjir dimanamana trend kenaikan menyambut ramadhan nyambel","Positif"
0,"harga cabe tomat kol turun dikit kentang dikit lainnyatetap","Netral"
0,"percayalah harga cabe tementemen cabe tinggal diam ikutan cabe","Netral"
0,"gegara harga cabe beli basoseblak dimanapun berasa pedes dikasi sambel banyakan","Netral"
0,"harga cabai merangkak","Netral"
1,"harga bawang cabe males masak lebih baik beli warung tegal","Positif"
0,"harga cabai pasar cileunyi melejit","Netral"
-1,"harga cabai mojokerto drastis","Negatif"
1,"harga kebutuhan pokok dapur melonjak ponorogo jawa timur kenaikan harga cabai melonjak lipat","Positif"
0,"harga cabai rp ribu kilogram","Netral"
0,"harga cabai ponorogo melonjak cabai rawit rp ribu kilogram rp ribu kg","Netral"
0,"tergantung harga cabe turun","Netral"
0,"harga cabe","Netral"
0,"diwaktu harga cabe produsen saos cabe harganya","Netral"
-1,"nissa sabyan kayaknya pengalihan isu harga cabe","Negatif"
0,"harga cabai magetan rp ribu kilogram","Netral"
0,"harga cabai magetan rp ribu kilogram","Netral"
0,"perkara harga cabe lapor kemana enaknya pedagang kaya gini pusing cabe ugalan gini daerah ugalan harga cabe","Netral"
-1,"seblak kosong kakak harga cabe","Negatif"
-1,"banjir harga cabe meresahkan besok allah","Negatif"
0,"harga cabai surabaya rp ribu rp ribu kg","Netral"
-2,"seneng mediakl banjir ngadu dombatar luuudiakherat sedang apa bininya marah dimuatdia harga cabe ngomel dimuat","Negatif"
0,"asam lambung melulu buset uda kaya harga cabe","Netral"
-2,"mengurangi pedas masakan harga cabai rawit magetan harga cabai rawit tembus rp ribu kilogramnya","Negatif"
0,"mendekati puasa banget harga cabe perbawangan","Netral"
-2,"penikmat pedas harga cabe melambung siksaan harga daging pas napsu makan pas duit nipis andalan sambel telor ceplok nasi panas uda niqmat tiada tara","Negatif"
0,"harga cabai turun","Netral"
0,"harga cabai turun","Netral"
0,"tergantung bang harga cabe ditempat perkilo","Netral"
0,"harga cabai rawit merah mencapai rp kg rp dibanding selasa","Netral"
0,"harga cabe sayangku jeongpuups eww","Netral"
-2,"jenis cabai pasaran merangkak cabai merah cabai rawit terkenal pedas tersebutpara pedagang cabai mengaku dagangan sepi pembeli kenaikan harga cabai menembus angka rp kilogramnya","Negatif"
-2,"harga cabai merangkak pemilik kedai makan warung tegal rumah makan padang jakarta mengurangi sambal menu makanan jual konsumen merekapara pemilik kedai makan warung tegal menjerit kenaikan harga cabai pasaran","Negatif"
-1,"pasokan berkurang harga cabai merangkak","Negatif"
0,"musim penghujan harga komoditas pangan terpantau harga cabai","Netral"
0,"harga cabai rawit domba cianjur melonjak tembus rp ribu perkilogram","Netral"
-2,"harga cabe pusing virus kelar","Negatif"
0,"badan cuaca musim ujan habis besok ujan kementan besok harga cabe turun besok anu corona habis besok nambah pilih mandat besok ambyar rakyat php melulu","Netral"
5,"terima kasih giveawaynya semoga rezekinya dilancarkan semoga cabai laris harga cabai tertawa bahagia birthday semoga umur sehat stay healthy bahagia all best wishes kakkk","Positif"
0,"hubungannya pajak mobil bpjs stimulus hitungannya status vaksin digratiskan harga cabe","Netral"
0,"harga cabai merah cabai rawit turun bawang merah via","Netral"
0,"harga cabe dipasar","Netral"
1,"contoh nidia makan harga cabe","Positif"
0,"harga cabai kian","Netral"
0,"harga cabai beras merangkak libur","Netral"
0,"kakak sejati habis pasar beres belanjaan ngeluh harga krna emg kedelai langka banget skrang bersyukur harga cabe turun tba panik inget puasa planning beli cabe mhal","Netral"
0,"curi dengar pagi harga cabe","Netral"
0,"harga cabe","Netral"
-2,"salah alasan perempuan duduk ngopi bareng bapakbapak harga cabe bawang","Negatif"
0,"walah harga cabe","Netral"
1,"kurosaki bu besok harga cabe pasar buruan beli nyesel alias luarbiasa sehat yaaaa","Positif"
0,"yaaaa pelan harga timun tomat cabe rawit","Netral"
0,"sadar harga cabe","Netral"
-1,"aldebaran fahri melaporkan harga cabe drastis","Negatif"
0,"harga cabe turun koyo celono gegeden","Netral"
1,"cj denger disekitar gedung bej hqnya trading fiktif investor beli cabe keriting harga rbkg diawal ton pantau pergerakan harga dikondisikan rri onair harga cabe keriting rbkg pialang bayar rbkg ton variasi","Positif"
0,"jelang imlek harga cabai rawit daging sapi jakarta","Netral"
-1,"buruknya cuaca sebabkan pasokan daging sapi cabai rawit terhambat imbasnya harga barang","Negatif"
0,"tomat kentang harga cabe merah rawit banjir bawang menggeliat lainnyatetap","Netral"
0,"nurdin mahal jalur distribusi kemarin harga cabai drastis teman petani cabai harga stabil pemain","Netral"
-1,"lambung sensitif tersentuh biji cabai cabainya tumbuh pohon cabai lambung anggaplah investasi dengar dengar harga cabai asam lambung bersambung","Negatif"
0,"dapur taunya harga cabai","Netral"
0,"musim penghujan kota depok harga cabai","Netral"
-2,"aneh alasan haramnya turunnya harga pengaruh emosi bedanya harga cabe daging petani harganya anjlok melambung komoditas busuk spekulatif saham","Negatif"
-1,"pikir pedas tega harga cabe","Negatif"
-1,"belajar puluhan masak pelajarannya harga cabe langka harganya gilaan berbondong invest harganya jatuh gilaan","Negatif"
0,"harga cabai merah pasar raya padang turun","Netral"
-1,"jagung ubi asl perut kenyang protes harga daging tempe cabai sayuran ketawa seistimewa hidup takut makan kmi bahagia makan seadanya","Negatif"
1,"jelang perayaan imlek harga telur cabai rawitnaik","Positif"
0,"harga cabe","Netral"
1,"harga telur cabai rawit jelang perayaan imlek","Positif"
-1,"kualitas cabe menurun susah banget geprek cabe pas seblak gacoan ngefek wajar harga cabe berpengaruh dikualitas makanan hufff sedih banget makan pedas pas","Negatif"
-2,"gabisa bosan judeg jualan sepi daya beli masyarakat menurun harga cabai meroket","Negatif"
0,"nnyliana kayaknya gara harga cabe","Netral"
2,"ceo maaf apalah hendra dibanding ceo presiden maaf harga cabe maksa tukang sayur rumah pernyataan maaf","Positif"
0,"cuman harga cabe doang harga pc","Netral"
0,"harga cabe","Netral"
-1,"harga cabe coba besok besok cek engga","Negatif"
-1,"harga ayam turun cabai merah pasar lubuk tidak setia","Negatif"
-1,"perkara serius dibanding harga cabe bund","Negatif"
-1,"cuaca buruk harga cabai agam","Negatif"
-1,"cuaca buruk harga cabai merangkak agam","Negatif"
-1,"cabaicabaian harga bawang merah pasar lubuk tidak setia padang","Negatif"
1,"dipasar demo sayur mayur cabe merah cabe rawit harganya ribu rpkg negara negara agraria tanahnya luas ngurusin harga ngurusin politik urus kebutuhan rakyat","Positif"
0,"harga cabai skrng mahal pokoknya keatas","Netral"
0,"goblin fight way itaewon class tale nokdu school drakor nonton drakor profesional contra dating harga cabe taunya harga cabai rawit pasar","Netral"
0,"harga cabe turunharga kain batik","Netral"
0,"musim hujan harga cabe rawit pasar inews sore","Netral"
0,"someday mbakdoakan sajaharga cabe daun berani pesanan special buatkn","Netral"
0,"moodnya turun kyak harga cabai","Netral"
0,"turun sebentar harga cabai merah pasar raya padang harga kebutuhan bahan pokok cabai merah keriting mencatatkan kenaikan harga komoditas pangan cenderung stabil rabu harga cabai dibanderol","Netral"
0,"turun sebentar harga cabai merah pasar raya padang","Netral"
0,"harga cabe persen","Netral"
0,"pecinta cabai kencangkan ikat pinggang harga cabai kian inews siang","Netral"
0,"harga cabe rawit porsi sambel ayam geprek dikit","Netral"
0,"koyo cabe berasa cuyyy harga cabe","Netral"
0,"harga cabai pasar rau persen","Netral"
0,"fantastis harga cabai lipat","Netral"
0,"harga cabe cabai rawit merah kisaran rprp perkilogram kg diutarakan ikatan pedagang pasar indonesia ikappi harga komoditas pangan relatif normal","Netral"
0,"harga cabe kayaknya cabenya kurangin","Netral"
0,"harga cabe ambyar","Netral"
-1,"pasokan berkurang harga cabai merah jambi cabai rawit turun via","Negatif"
0,"harga cabai diliput warung tegal warsun pemodal geprek bensu diliput bumbunya pakai cabecabean bu pemimpin redaksi liput geprek bensu seriously youre such moron bloon jual kejelataan","Netral"
0,"pengumuman covid indonesia harga cabai telor pasar","Netral"
0,"harga cabai jajane akuhh","Netral"
-2,"bingung harga cabe ipk engga","Negatif"
0,"riego berbagikasih husna gawaat harga cabe","Netral"
2,"beli sambel kasi bonus murah promo kpcs pcs gram ready varian harga cabai kirim menerima pembayaran tf apapun kecuali ngutang testi ig sambelpecelmurah beli","Positif"
1,"harga cabai rawit kotawaringin barat tipis stabil","Positif"
1,"harga sembilan bahan pokok terpantau pasar tradisional kota kenaikan harga tertinggi cabai rawit hijau rp ribu kilogram ksc","Positif"
-2,"salah satunya harga cabai kering dilaporkan melonjak tajam rp kilogram kg rp kg","Negatif"
0,"harga cabai ikan cuaca buruk maret diharapkan stabil","Netral"
0,"pandemi harga pangan cabe merahtertinggi","Netral"
1,"adjem sambelnya pedes harga cabe akibatnya muda dipetik duluan tua hilang","Positif"
0,"bps catat harga cabai pupuk januari","Netral"
0,"bps catat harga cabai pupuk urea januari","Netral"
0,"bps catat harga cabai pupuk urea januari komoditas mengalami kenaikan harga januari cabai rawit kacang kedelai wortel kubiskol kelapa sawit pupuk urea besi beton","Netral"
3,"harga harga masakan pedas cabe cabean googlesambil ngebayangin pedesnya gurih nikmat makanan makanan google","Positif"
0,"harga cabe ye pesen geprek lv berasa lv","Netral"
0,"harga cabai rawit tahutempe januari bps cuaca harga bahan baku","Netral"
0,"harga cabai merah aceh","Netral"
-2,"bu kerumahku nyantai ku bikinin kopi khas lampung cemilan keripik pisang khas lampung sebat ngobrolin negara bu pusing harga cabe pusing bu makan pedes","Negatif"
0,"harga cabai kota balikpapan melonjak tajam kenaikan harga cabai kota minyak tembus rp ribu kilogramnya persen","Netral"
-1,"drastis keluhkan hargacabai","Negatif"
-1,"setakat bawang jenis cabai harga gila","Negatif"
0,"harga cukai harga cabe bpjs terussss rakyat cekikkk","Netral"
0,"harga cabai rawit medan persen mencapai rp ribu pedagang teriak beli jurnal medan pemko","Netral"
1,"cabe bandarnya saham sederhananya bandar pemegang mayoritas saham mudah atur harga turun bandar cabe","Positif"
0,"harga cabai melambung lantas otomatis kesejahteraan petani harga anjlok menyengsarakan","Netral"
0,"harga cabe bawang mei","Netral"
0,"kementan harga cabai bawang datanya","Netral"
-1,"ekonomi susah hargaharga daging cabe iphone kecuali sebiji telor","Negatif"
0,"hujan turun harga cabe","Netral"
1,"selamat pagi dunia tiputipu pandemi era digitalserba online pakek bnget listrikpulsa doong peluangcuannih pajakinnih harga pulsatoken eko miroket hargatarif bpjs cabe daging waaw buanyak","Positif"
1,"pasar harga cabe rawit kg rp daging kg rp padahak kemarin uda demo sejabodetabek kaya coba","Positif"
0,"harga cabe ras","Netral"
0,"harga cabai pasar dkijakarta","Netral"
-2,"hahaaha omong kosong musim ujan harga cabe","Negatif"
1,"harga emas harga saham harga bitcoin harga cabe turun uang tabungan cashflow berantakan akibat belanja ngabisin duit gini coba","Positif"
0,"musim hujan harga cabe rawit","Netral"
-3,"pekerjaan rumah bikes masak masaknya gegara kewajiban gegara pengen merasakan cewek seumuranku gausah mikir masak harga bawang cabe sebeelllll","Negatif"
0,"chaniago harmoko muncul ditivi harga harga bbm sembilan bahan pokok smua pintu imformasi jaman panjul amburadul mengurus harga cabe kelar kelar","Netral"
0,"chaniago harga cabai harga bawang pasar indonesia beliu harganya turun","Netral"
0,"anggaplah saham cabe rawit lebaran harganya supply demand harga telor ayam jatoh supply distribusi","Netral"
0,"forgot check this morning was productive maksa panen harga cabe lipat harga panen","Netral"
