"score","text","klasifikasi"
-1,"anjlok harga telur ayam ras picu deflasi persen september","Negatif"
0,"bps turun harga telur ayam picu deflasi september","Netral"
-1,"turun harga telur ayam sumbang deflasi september","Negatif"
2,"harga telur banyak sedekah harga sedekah masyarakat nikmat harga normal amin","Positif"
-5,"defaluasi hutang jibun telur salah mmg harga telur njt ayam telur salah rezim sungsang salah kaprah blunder","Negatif"
1,"barang pendek jangka pandemi harga telur tajam tahun daya beli masyarakat turun akibat ppkm jokowi harga turun bahan makan sehat","Positif"
0,"harga telur turun ungkap alas balik","Netral"
-1,"harga telur ayam anjlok sebab utama deflasi september","Negatif"
0,"bps turun harga telur ayam picu deflasi","Netral"
0,"turun harga telur ayam picu deflasi september","Netral"
0,"bps turun harga telur ayam picu deflasi september","Netral"
1,"harga jual merosot ternak lamongan bagi gratis ton telur ayam","Positif"
-1,"indeks harga konsumen september alami turun deflasi deflasi sumbang turun harga bahan pangan telur ayam ras cabai rawit bawang merah","Negatif"
-1,"bps catat turun harga telur ayam ras salah picu deflasisebesar persen september","Negatif"
-1,"anjlok harga telur cabai sebab deflasi september","Negatif"
2,"sebel main maksud mindahin telor tray buka hape main game sengaja bicara telor harga pakai ngremet orang tua kadang suka oake bahasa kesel","Positif"
0,"ternak ayam telur colaps ayam jual murah krena harga telur turun beli pakan","Netral"
-1,"harga telur ayam ras anjlok padang rp papan","Negatif"
0,"mecahin telur sad banget ngomong-ngomong diskon bra harga normal","Netral"
-1,"give applause september agustus wedding teman moga berangkat uang harga telur hancur buka akun tokped vc september jual unit","Negatif"
1,"kasih duit harga coklat harga nasdang gasihh makan kenyang beli papeda bitel telor gulung hokben","Positif"
-1,"salah harga telur anjloknaik nama dagang buka lebar buka informasi luas kembang suply demand telur pasar harga kontrol tambah telurkpn kurang beli makan telur","Negatif"
0,"iseng nyoba jalan pagi beli jajan iseng beli telor toko kaget harga telor kilo beli rokok bungkus","Netral"
-2,"harga telur anjlok ternak pinsar gelar aksi protes","Negatif"
0,"tolong bpak jokowi setabilkan harga telur","Netral"
1,"tanggerang september kirim harga telur blitar terima kota tanggerang harga rp rp sekian terimakasih","Positif"
2,"langkah cerdas perintah upaya serap telur ternak untuk bantu sosial bansos perintah masyarakat dampak pandemi covid upaya baik harga telur anjlok","Positif"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
-1,"didu basah banget mbahsampe harga telor nyinyir","Negatif"
0,"protes harga turun ternak magetan bagi telur cumacuma","Netral"
-2,"raya natal kue butuh telur ramadhan lebaran butuh telur harga ribu ribut dagang kadang sepi kadang ramai pakai nyalahin","Negatif"
-2,"guis pikir mesen nasi goreng ayam nasi goreng suwir ayam pas dateng telor ceplok ayam kremes paha harga beda kaget","Negatif"
0,"anjok harga telur harga btng pisang atas","Netral"
-1,"pikir harga telur anjlok harga produksi mahal harga pakanjagung daya beli masyarakat turun permintaankonsumsi telur turun telur sumber protein mayoritas indonesia dagingayam relatif mahal","Negatif"
0,"telur biji rm couldnt dadak haa harga japanese creampuff jual harga telur creampuffs telur puff pastu fillings","Netral"
0,"syahrul yasin limpo menteri tani harga telur ayam bawang","Netral"
-1,"harga telor anjlok ternak ancam gulung tikar coid","Negatif"
0,"pan harga telur","Netral"
-2,"telor murah bangettt kaget jual minyak sayur bangetttt pusing cari kulak miring harga es mbarin","Negatif"
0,"anak kos fluktuasi harga telor","Netral"
-2,"lapor aparat selidik main harga telur tindak hukum salah","Negatif"
-3,"khawatir konsumen neng murah ternak sempit saat harga pakan awat harga harga telur turun rugi telur turun bareng pakan awat turun heheheh","Negatif"
1,"harga telur anjlog ternak ayam telur telur gratis","Positif"
-1,"didu harga telur bawah harga pisang","Negatif"
-1,"didu didu dagang harga telur turun supply pasar minggu anjak ajar ekonomi tiada buru tuduh salah melulu","Negatif"
2,"anies baswedan bekerjasama bupati blitar ton telur ayam jakarta food station telur ambil ternak anggota koperasi putera blitar harga jual telur koperasi food station rp kg evaluasi","Positif"
1,"open preorder pempek khas palembang produksi palembang asli harga telur lenjer ada kulit cuko packing vacuum kirim indonesia repdm fess","Positif"
1,"open preorder pempek khas palembang produksi palembang asli harga telur lenjer ada kulit cuko packing vacuum kirim indonesia repdm guis","Positif"
3,"kait tani terna susah banget kaya tani harga pupuk kontrol pabrik hrg beras ngntrol telur bebek ayam konsentrat kontrol pabrik hrg jual kontrol gaboleh untung kaya bkin margin untung","Positif"
-1,"tahu integrator kdg layer komersil broiler harga telur turun cenderung kemarin pacuindikasikn telur tetas lari komersil ppkm imbas daya beli prparah harga jagung jagung ongks pakan","Negatif"
0,"anggota komisi iv dprd kabupaten probolinggo waras krisdiono perhati dinas industri dagang disperindag kait turun harga telur ayam ternak kelimpungan","Netral"
1,"beli senang harga telor turun moga","Positif"
-1,"separti apah harga telor mahal gtutar beli tidak mau belikarena kemahalanujungnya lakuteriak lgharga telor murahpeternak teriakkemurahanrugi","Negatif"
1,"timur indonesia baca berita harga telur turun harga daging ayam turun turun","Positif"
1,"harga telur murah dipertanyakanananti harga telur mahal teriak indah negeri","Positif"
-1,"tan harga telur anjlok produksi nasional alami surplus","Negatif"
-2,"gila beli sedia telur toko serba ada harga kilo doang anjing saking murah","Negatif"
-1,"harga telur jatuh main tword","Negatif"
-1,"fess open order ekado isi telur puyuh balut daging ayam isi mozarella harga kpack pcs dom malang disc ongkos kirim order mesan dm","Negatif"
-1,"guis open order ekado isi telur puyuh balut daging ayam isi mozarella harga kpack pcs dom malang disc ongkos kirim order mesan dm","Negatif"
-1,"harga telur hancur main aseng","Negatif"
-1,"harga telur kendali utang harga tekanpakan obat import otomatis harga kendali jugasemua pegang cukong itutinggal kong kalikong birokratklo pihak perintah ambyar","Negatif"
0,"harga telur murah harga cabe murah ayam murah harga pakan sebentar turun harga ikut murah harga indomie turuuuunn fair manufacture erti turunin harga turunin turunin","Netral"
1,"usaha serakahtelur turun smp kgtapi nemu harga segitu beli pasaranhayo kaya","Positif"
0,"bakso sate telur kakak perempuan anget ngaliyan semarang tebak harga fess","Netral"
1,"open preorder pempek khas palembang produksi palembang asli harga telur lenjer ada kulit cuko packing vacuum kirim indonesia repdm guis","Positif"
0,"bansos isi telur harga telur kilo ternak pasar warung jual rbkgskr hrga turun rbkgsy ngewarung jual kg","Netral"
1,"open preorder pempek khas palembang produksi palembang asli harga telur lenjer ada kulit cuko packing vacuum kirim indonesia repdm guis","Positif"
-2,"harga telur pasar kranggot anjlok lengkap","Negatif"
3,"pegang uang ribu bensin motor habis anak beli jilid aji harga rbu sisa rbu beli lauk beli telor kg makan tiga untung minyak gas beras terima kasih allah rezeki","Positif"
1,"moga harga telur stabil","Positif"
1,"rakyat harga telur stabil jokowi presiden","Positif"
-1,"negara diam daulat harga telur negara lawan monopolu harga usaha pihak rakyat mana","Negatif"
-1,"jiran harga telur telur rumah rebus purapura innocent","Negatif"
2,"terjun bebas akibat stok limpah harga telur stabil","Positif"
0,"harga telur tentu supplydemand kemendag tan peran","Netral"
-2,"jatuh harga telur kasihan ternak indonesia solusi import","Negatif"
0,"babak bur hantam harga telur anjlok ternak ponorogo pilih tahan usaha","Netral"
-2,"ayam suruh ngempet betelurya teori ekonomi suplai harga turun minta harga naikkalau sisi konsumen ekonomi lemah bantu makan telor","Negatif"
-1,"harga telur purwakarta ribu rupiah ternak rugi beli pakan ayam","Negatif"
2,"terjun bebas akibat stok limpah harga telur stabil","Positif"
0,"harga telor jepit","Netral"
1,"pergi pulang warung sana pampang harga telor kilo turun turun pagi harga bandar borongstock tahan harga rangkak","Positif"
2,"klasik kunjung selesai keluh harga pakan mahal harga telur murah harga ayam murah solusi daniel terang tulis kamis","Positif"
0,"harga telur harga jagung","Netral"
-1,"hasil pantau harga beras medium rpkg gula pasir rpkg minyak goreng rpliter daging ayam rpkg telur ayam ras rpkg cabai merah keriting rpkg bawang merah rpkg bawang putih kating rpkg","Negatif"
-1,"harga belanja telor ayam kg buah naga kg beras liter jual harga cari harga bintaro mahal cari pinggir jalan deket rumah kuncir","Negatif"
1,"harga telur msih lumayan ko agen msih ribu","Positif"
2,"kemendag kemendag stabil harga jual telur pasar terjun bebas tandatangani petisi via id tolong teman teman","Positif"
2,"nasib ternak ayam telur beli bibit ayam usaha beli pakan usaha beli obat usaha harga telur tentu kuasa usaha pegawai gaji suka","Positif"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
-1,"harga telor anjlok neo pki pki bangkit hahahahahaha","Negatif"
-1,"harga telur anjlok duga main usaha","Negatif"
0,"saat harga pakan lambung harga jual telur rendahmenurut bos tugas tri stabil semuadan menteri bawah presiden ter arah presiden","Netral"
2,"anjae sarap telor ayam kampung mateng asa telor sisa tinggal bandung tanggung bawa jogja tarik sarap sabi nnti liat harga telor suka plastik","Positif"
0,"flash sale kepiting telor saus padang kg harga normal kirim sore stok batas video sortir foto isi telur masak pagi","Netral"
0,"video aksi telur gratis ternak akibat rendah harga telur via","Netral"
1,"open preorder pempek khas palembang produksi palembang asli harga telur lenjer ada kulit cuko packing vacuum kirim indonesia repdm jb","Positif"
1,"open preorder pempek khas palembang produksi palembang asli harga telur lenjer ada kulit cuko packing vacuum kirim indonesia repdm","Positif"
0,"gin jarang mantau harga pasar telur kkg mahal","Netral"
-1,"turun drastis harga telur mbah","Negatif"
0,"irsyad tunggu harga telur banting","Netral"
2,"isk sesuai harga telor mbk nnti ternak rakyat hancur gmpng ternak maju kuasa pasar","Positif"
0,"telur papan harga rm","Netral"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
2,"harga bahan baku biaya produksi pakan ternak evaluasi dam bijak everybody bahagia harga pakan ternak diaturdikendalikan kait butuh dasar rakyat sembilan bahan pokok daging ayam telur","Positif"
-1,"berita ternak ayam rugi harga telor daging ayam turun niat gugat perintah triliun heh hoh doang manusia usaha resiko momen musibah daya beli masyarakat","Negatif"
-1,"ternak ayam demo anjlok harga telur","Negatif"
-2,"harga telur merosot ternak kabupaten banyuwangi ambang bangkrut suara","Negatif"
0,"didu jadi tempo ngeluh harga telur kasih jagung pola solving kepala negara","Netral"
-2,"harga telur kota banjar anjlok ternak ayam telur rugi","Negatif"
2,"pagi dokter give myself reward pas menu onsen egg beli miso soupnya harga suka telur kaya sukaaaaa banget miso soup ya sudah beli reward","Positif"
0,"debat harga telur","Netral"
-1,"harga telur ayam peti anjlok ribu","Negatif"
0,"harga telur ayam rbkg","Netral"
-1,"sedih banget bulan jual telur ayam tipis banget untung harga pasar anjlok moga berita","Negatif"
-2,"harga telur anjlok ternak rugi","Negatif"
0,"harga telor turun ternak ayam telur ribut cacing kepanasanharga telor ternak telor senang ketolongankalau tanam kelapa panen","Netral"
0,"coba dibagiin harga telur mahal","Netral"
0,"harga telur rakyat jerit","Netral"
1,"open preorder pempek khas palembang produksi palembang asli harga telur lenjer ada kulit cuko packing vacuum kirim indonesia repdm fess","Positif"
0,"harga telur anjlok ternak jerit harga bibit jagung lonjak makampteam bantu bibit gratis bantu pasar sistem mitra","Netral"
0,"harga telur anjlok ternak telur gratis via","Netral"
1,"open preorder pempek khas palembang produksi palembang asli harga telur lenjer ada kulit cuko packing vacuum kirim indonesia repdm guis","Positif"
0,"harga telur anjlok ternak telur gratis","Netral"
-2,"harga ayam kg hurahura harga telur turun orak salah perintah","Negatif"
0,"bus jib haritu dengar closed makan sedapppp harga nak sembelih tengkuk telur dadar je won makan pejam je tak","Netral"
3,"dagang untung rugi harga ayam telur turun rakyat syukur terima kasih beli ayam telur harga murah makan gugat jokowi menteri","Positif"
0,"pantes kemarenan emak beli telor banget makan suruh pakai telor turun harga telor","Netral"
0,"fess larisin dagang ayah wedang jahe merah asli martabak telor ayam bebek sosis pisang keju harga murah start dateng layan bekas barat depan jojo photocopy maps ketik cont","Netral"
1,"masak pandai masak maggi telur telur cantik je pecah sudah mmg perencah sepah plastik maggi sadai kuah maggi titik tertawa harga sedap masak","Positif"
0,"harga ayamtelor lambung tingi mengugat srimulat banget saudara laki brooo","Netral"
-1,"fess harga sostel sosis telur viral harga ibu jual bingung harga ibu jual bekas ngomong-ngomong kasih harga daerah sostel","Negatif"
1,"kenal kerupuk telor asin kerupuk telor asin tepung tapioka bumbu gurih asa telor asin kemas gram gram harga kemas rp ribu produksi kirim surabaya mesan via","Positif"
0,"harga telur ternak susah senang","Netral"
0,"harga telur murah kreasi menu donat sase lovers endul","Netral"
0,"pergi desaru mmg makan je harga berbaloi potion makan sotong telur masin die terbaikmemang wajib cuba restoren","Netral"
-1,"dagang bingung harga daging ayam harga telur alami turun fokus harga daging ayam dagang ayam pasar tradisional kutoarjo purworejo minat masyarakat","Negatif"
-1,"fess open order ekado isi telur puyuh balut daging ayam isi mozarella harga kpack pcs dom malang disc ongkos kirim order mesan dm","Negatif"
0,"beli telor pas kemarin harga","Netral"
-1,"parapeternakdi blitar gelar aksi prihatin anjlok hargatelur ayamyang lanjut gelar bazar telur bagi telur ayamgratiskepada warga baca lengkap","Negatif"
-2,"naik harga pakan ayam parah turun harga telur ayam tingkat ternak harga telur pasar turun drastis rp ribu kilogram rp ribu kilogram","Negatif"
-1,"ratus ternak tengah magetan gulung tikar dampak harga telur merosot","Negatif"
-2,"produksi tingkat harga telur pasar anjlok saksi lengkap","Negatif"
0,"kecewa harga anjlok ternak laku demo bagi ribu telur ekor ayam gratis","Netral"
-1,"harga telur anjlok ternak ayam bondowoso afkir turun kualitaspakan","Negatif"
-1,"ayam ngudi rahayu porsi nasi ayam sate usus sate kulit sate telur puyuh kol goreng total atas porsi mie kocok nanang tea harga dikit beli mcd justus","Negatif"
0,"esok buka menu nasi putih daging masak merah telur harga rm sahaja buka pax jemput order","Netral"
0,"pempek isi telur harga pcs","Netral"
0,"pempek isi telur harga pcs","Netral"
-1,"harga telur anjlok rp ribu kilogram","Negatif"
-1,"bentuk protes harga anjlok dagang bagi ton telur warga","Negatif"
1,"roti janji jiwa beli telor murah subway beli roti harga rutin","Positif"
3,"kotak makan harga plus plus bekel telor balado huhu menang dompet ini","Positif"
0,"harga telor turun harga diem wae","Netral"
0,"kaget banget makan kantor nasi telor mkst makan lauk mirah pas harga shock anj","Netral"
0,"siang open lusa oktober menu ayam geprek bowl ayam geprek kulit box rekues pedes pedes banget ayam telur mayo pilih garlic creamy spicy harga porsi order via","Netral"
1,"harga daging ayam capai kisar rban kilo kontras sm harga telur anjlok kilo logika tanda harga pakan sabar nggih terna ayam telur","Positif"
-1,"harga telur hancur pprn pusat blitar gugat rp triliun","Negatif"
0,"presiden harga telur anjlokgugat presiden","Netral"
-2,"protes harga anjlok kerumun demo ternak bagibagi telur gratis bubar tugas lengkap","Negatif"
0,"harga murah stok limpah ternak blitar raya bagi telur gartis informasi lengkap","Netral"
-3,"harga telur ayam alami turun daerah masjid hudal islam pondokgede bekas harga kian sentuh level rendah rp ribu kilogram lengkap fm profesional rri amd","Negatif"
-4,"kapok beli telor dagang harga miring pas pecah kuning pecah gabisa kue","Negatif"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
0,"dasar pantau harga pasar rakyat kota bandung harga ratarata butuh pokok rabu september komoditas alami naik harga telur ayam broiler cabe merah keriting cabe merah","Netral"
-1,"harga telur ternak rendah integrator eks telur butuh pokok kena pajak","Negatif"
-3,"kemarin daerah rumah geger telur ayam hidup bentuk protes ternak mahal harga pakan harga jual telur anjlog rusuh","Negatif"
0,"protes mahal harga pakan ternak blitar bagibagi telur gratis","Netral"
0,"nasi bungkus lauk cuman telor dadar kibulin harga coyyy","Netral"
-1,"harga telor mudun tuku panggah rbkg bakul belah","Negatif"
-1,"wawancara direktur jenderal dagang negeri tri dagang oke nurwan kait ungkap harga telor anjlok lengkap fm profesional rri amd","Negatif"
0,"hmmmm buibu pulang pasar harga telor turun bu","Netral"
-2,"goda berat lelaki wanita goda berat wanita harga tahta lazada shopee seblak cimol batagor telur gulung siomay boba","Negatif"
-2,"sisi konsumen rumah tangga senang turun harga telor sisi ternak jerit untung alami kondisi tani telor busuk lempar kelola negara becus urus","Negatif"
-2,"ketua asosiasi ternak layer nasional musbar mesdi harga telur anjlok akibat terap ppkm harga pakan ayam lonjak lengkap dengar profesional rri","Negatif"
0,"ribu kg this guy said harga produksi telur ribu","Netral"
-2,"salut bngt sm ternak kecewa harga telor anjlok bentuk protes telor","Negatif"
-2,"kasihan ternak ayam harga telur anjlok jerit","Negatif"
-2,"ketua asosiasi ternak layer nasional musbar mesdi bahas anjlok harga telur pasar lengkap dengar profesional rri","Negatif"
0,"uang banyakharga barang biaya produksi mahal harga barang nilai uang turun inflasi kaya zimbabwe beli telur bawa uang koper","Netral"
3,"mantap harga telur lumayan oke contoh mikro garagara jagung rembet telur","Positif"
2,"kemendag pikir harga telur stabil daya beli masyarakat jaga jaga stabilitas harga telur baik telur ternak serap bansos lawan pandemi","Positif"
0,"harga telur pakan telur turun hargapakan turun","Netral"
0,"pantes harga telor kilo kg tinggi","Netral"
0,"protes harga turun ternak magetan bagi telur cumacuma","Netral"
-1,"harga telur anjlok ternak ponorogo gelar bazar kantor dewan","Negatif"
-2,"polisi bubar aksi bagibagi telur protes harga anjlok","Negatif"
1,"jokowi profesional ternak baik harga telur ternak serap bansos","Positif"
1,"bogor september kirim harga telur blitar terima kota bogor harga rp sekian terimakasih","Positif"
1,"harga telur gulir turun heran telur ayam beneran heee","Positif"
0,"makan malam barusan telor tebak harga","Netral"
-1,"kejap blitar laut demonstran akibat harga telur hancur","Negatif"
-1,"kejap blitar laut demonstran akibat harga telur hancur","Negatif"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
1,"purwakarta september kirim harga telur blitar terima kota purwakarta harga rp sekian terimakasih","Positif"
0,"bbrp pantau harga telur turun harga murah kg beli","Netral"
-1,"syukur harga telur turun harga inflasi kasihan rakyat harga telur","Negatif"
-2,"ternak ayam telur blitar bagi telur gratis warga aksi wujud prihatin anjlok harga telur simak informasi lengkap link bawah","Negatif"
0,"artikel sebab harga telur turun sederhana harga timbang minta pasok harga turun lebih pasok danatau turun minta","Netral"
1,"negara bisaintervensi swasta stock pangan telur produksi pengaruh harga","Positif"
0,"ayo makan telor selagi harga telor murah","Netral"
0,"bpnt triwulan uda jalan pakai telor harga rangkak dkit minta rutin bulan turun panen jual pasar jenuh","Netral"
0,"nak bayar harga telur takpe nak cari hantu iland","Netral"
3,"lmajang priyo nina stmj maryadi harga telur turun ton jt rupiah ternak sedekah telur ton harga stabil untung ternak konsumen beli telur harga mahal dagang telur untung","Positif"
-1,"harga telor nyinyir perintah perhati konsumen ayam betanduk bejenggot chairil","Negatif"
0,"katjasungkana priyo nina stmj maryadi harga telur indonesia ribu kg blitar ribu kilogram telur great kwalitas kwalitas harga","Netral"
0,"katjasungkana priyo nina stmj maryadi jatim kabupaten standart harga telur","Netral"
-2,"event aksi prihatin kelompok ternak ayam kabupaten blitar bagi telur gratis warga selasa aksi telur kelompok ternak kabupaten blitar rangka prihatin harga telur anjlok rugi ternak","Negatif"
1,"harga telur hidup dagang kadang harga lambung kala harga anjlokpara ternak syukur putar harga","Positif"
1,"harga telur drop banget nambah pasu lumayan tipis wkwkwkwk cucu ilnam kejar setor cicil unit penthouse","Positif"
-2,"murah harga telur ayam ternak rugi telur ayam jalan sedih liat","Negatif"
0,"tani padi demo nuntut jokowi usaha ayamtelur harga gabah ankg","Netral"
-1,"merana harga telur ayam harga tinggi sejarah","Negatif"
1,"ribu ternak gelar aksi demo bagi telur ayam harga sesuaihet","Positif"
-1,"martabak bogor mahal mahal murah telor anjing harga segitu telor","Negatif"
-1,"ternak suara denger model bentangin poster turunin harga jagung konsentrat harga telur model protes diketawain grup ternak","Negatif"
-1,"harga telur pasar normal harga telur ayam broiler anjlok angka rprpkg rprpkg","Negatif"
2,"bumi karno getar saudara ternak suara aspirasi tuntut stabil harga telor merdeka","Positif"
-1,"fess open order ekado isi telur puyuh balut daging ayam isi mozarella harga kpack pcs dom malang disc ongkos kirim order mesan dm","Negatif"
-2,"harga pasar fresh pinggir jalan bak pickup telor jelek jual kandang emang segitu margin","Negatif"
1,"harga jagung alami naik lampau harga acu beli hap sesuai atur menteri dagang naik harga jagung dampak harga daging ayam telur industri unggas","Positif"
0,"minggu pas beli telor pasar dagang kasi ternak ayam pakan tetep mahal harga telor murah","Netral"
-1,"kemarin harga jagung turun ternak ayam rugi gilir telor harga turuninbentar harga cabe lonjak harga beras terjun bebassebenarnya perintah warga gobloq","Negatif"
-2,"pati ternak kabupaten pati keluh mahal harga pakan ternak sisi harga telur alami turun iring minta kurang","Negatif"
-1,"harga telur anjlok ternak ponorogo wadul dewan","Negatif"
0,"kemarin beli telur ngerasa murah banget harga telur","Netral"
0,"aksi telur ternak dilatarbelakangi harga telur turun aliansi ternak berduyunduyun baca lengkap","Netral"
-2,"harga telur anjlok ternak rugi salah ternak tasikmalaya rugi lantas bagi telur gratis warga","Negatif"
-1,"guis open order ekado isi telur puyuh balut daging ayam isi mozarella harga kpack pcs dom malang disc ongkos kirim order mesan dm","Negatif"
0,"harga telur murah harga makan ubah","Netral"
0,"untung rugi laku usaha turun hargatelur","Netral"
-2,"kontol puasa kilo segitu protes salah gajelas mainin harga expand demand ngotak harga puasa doang prospek mamam banyak telor","Negatif"
-2,"aksi bagibagi telur protes harga anjlok bubar polisi","Negatif"
-1,"ternak keluh harga telur ayam anjlok","Negatif"
0,"nasi masak beli telur turun harga banget kilo minggu","Netral"
-1,"perintah jokowi pakan jagung usaha pakan jalan normal masalah pakan ternak ayam lipat harga telur turun","Negatif"
1,"harga asli telor ceplokdadar","Positif"
-1,"harga anjlok ternak tasikmalaya bagibagi telur ton","Negatif"
-1,"jual telur tulungagung kadang ambil blitar harga nentuin ambil harga jual ngikutin harga pasar bingung mari diskusi","Negatif"
1,"perang harga dadak smua jual telur persis kaya tisu paseo jual produk","Positif"
0,"protes harga telur anjlok ternak blitar bagi telur gratis","Netral"
0,"emang perintah ngurusi harga telur","Netral"
-2,"sedih tani ayam telur modal pakan modal vaksin bulan ayam vitamin modal harga telur anjlok sedih baca tweet","Negatif"
-1,"muncul klaster telur blitar kasihan ternak telur blitar harga jual anjlok alias terjun bebas harga pakan roket","Negatif"
0,"bandung harga telur ayam turun akibat pakan jagungmurah","Netral"
0,"komoditas indonesia stock harga roket stock limpah harga jatuh dibuangbuang contoh cabai baput buah naga telur","Netral"
0,"main anak egg rolling board game keluarga seru lempar telur burung harga link","Netral"
4,"bagus protes telur manfaat terima bagus terima bel harga","Positif"
-1,"aksi bagi telur protes anjlok harga telur ayam","Negatif"
-1,"nagawa emang segitu turun cmn kisar doang kota malang demand telur mas kalik harga normal","Negatif"
1,"aku alami rugi total capai ratus juta rupiah kondisi harga aksi ribu warga blitar raya padat kawasan kankab kanigoro telur gratis yayuk warga kota blitar rela pergi kanigoro","Positif"
0,"kondisi harga telur harga akbp adhitya panji anom kapolres blitar polisi paksa bubar ternak layer blitar gelar selasa september jam pagi kantor","Netral"
0,"ternak blitar jawa timur rencana bagi telur gratis ton bentuk protes kait kurang perhati perintah harga beli telur anjlok pasar","Netral"
0,"harga telur anjlok ternak ayam blitar bagi ton telur cumacuma","Netral"
0,"harga telor ayam jeblok diskanak tuban oligarki kuasaipasar","Netral"
-1,"over supply harga telur ayam ras anjlok fit","Negatif"
-1,"aksi picu merosot harga telur harga pokok produksi luar wajar moga badai cepat ri","Negatif"
1,"harga telur terjun bebas","Positif"
0,"bang telor gulung harga pedes","Netral"
0,"harga telur ayam hancur ternak bagi telur via","Netral"
0,"ngeri harga telur merosot ternak blitar pusing telur bagi gratis panglima gatot soeharto lenteng agung","Netral"
0,"demo naikin harga telur telur","Netral"
0,"harga telur prancis turun","Netral"
0,"telur harga kg ayam harga","Netral"
-2,"nglempar blitar protes harga telur anjlok","Negatif"
0,"belikan telor kilo kasihin harga lipat","Netral"
0,"ternak magetan keluh harga telur ayam anjlok rp ribu kilogram ternak alami gulung tikar bagi telur guna jalan","Netral"
-1,"telor dadar harga mati","Negatif"
1,"harga anjlok ternak kabupaten blitar bagibagi telur gratis masyarakat koordinator aksi ternak kabupaten blitar wilayah barat imam kariadi ton telur bagi masyarakat","Positif"
2,"aksi prihatin ternak ayam blitar harga pakan harga telur terjun tanda bagi telur gratis lepas ayam telur net karya batas sabar doa","Positif"
0,"ternak blitar aksi bagibagi telur gratis bentuk protes harga telur","Netral"
0,"presiden prancis harga gampar lempar telor","Netral"
0,"telur ayam daerah depok notes beda toko beda harga","Netral"
0,"askrl harga telur ayam ayam potong daerah kgnya","Netral"
-1,"riverheaven mafia produsen pakan ternakprodusen monopoli habitat terna pakan induk ayam bibit ayam main produsen pakan harga telur turun harga pakan naik ternak kelojotanmummet","Negatif"
2,"protes anjlok harga telur mahal harga pakan ternak ayam magetan jawa timur unjuk bagi telur gratis jalan kantong isi kilogram telur bagi berita","Positif"
0,"heran juang melayu islam lalak harga telor naikskrg diam bisu barang hargabinawe betui","Netral"
2,"inovasi olah tepung telur ikhtiar bantu ternak itik jaga stabil harga produksi telur kondisi over supply selengkapnyagtgt","Positif"
0,"harga telur mmg murah banget kg","Netral"
-1,"new post harga telur anjlok ternak ayam rugi has been published baca pesan","Negatif"
0,"harga telur anjlok ternak blitar gelar aksi bagibagi telur gratis masyarakat","Netral"
1,"dee nikmat swasambada pangan kalang rakyat sanggup beli harga murah beli telur masak pakai tepung keluarga hemm","Positif"
-2,"aksi bagibagi telur bentuk prihatin ternak ayam telur terombangambing ketidakstabilan harga jual telur harga pakan","Negatif"
0,"mendag tan urus kisruh harga telur beres","Netral"
0,"turun harga telur gulung","Netral"
0,"moga harga telur murahkarena rakyat butuh telur","Netral"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
0,"naik harga telor boiler","Netral"
0,"harga telur nyungsep","Netral"
0,"jadi trends naik harga telur","Netral"
0,"dkukmp kota banjar pantau harga butuh pokok telur","Netral"
-3,"kemendag pikir harga telur masyarakat penuh butuh gizi jalan salah langkah ambil telur ternak serap bansos lawan pandemi","Negatif"
1,"daya beli telur masyarakat alami turun kemendag baik harga telur ternak serap bansos ekonomi jalan profesional ternak","Positif"
0,"kini harga telur ayam rekod tinggi sejarah","Netral"
0,"dkukmp kota banjar pantau harga butuh pokok telur rakyat online","Netral"
1,"harga telur anjlok ternak bagi telur gratis warga","Positif"
-2,"aksi bagibagi telur bentuk prihatin ternak ayam telur terombangambing ketidakstabilan harga jual telur","Negatif"
1,"sori doc makan ikan harga ikan kembung ukur kang sayur aje ekor rebu ikan ukur ikan krismon rebu ekor makan butir telor hari aje udeh syukur banget","Positif"
1,"tanggerang september kirim harga telur blitar terima kota tanggerang harga rp sekian terimakasih","Positif"
0,"waingapu september kirim harga telur blitar tuju kota waingapu indonesia timur harga rp sekian terimakasih","Netral"
1,"kosambi september kirim harga telur blitar terima kota kosambi harga rp sekian terimakasih","Positif"
1,"purwakarta september kirim harga telur blitar terima kota purwakarta harga rp sekian terimakasih","Positif"
1,"bandung september kirim harga telur blitar terima kota bandung harga rp sekian terimakasih","Positif"
-2,"harga telur anjlok ternak pinsar magetan gelar aksi protes","Negatif"
0,"jarang makan bagai ikut tekak sedap isi telur jarang ingin belangkas ekor je jual range harga rmrm not worthy imo better beli ketam just cents","Netral"
0,"aksi ternak sorot harga telur murah budi daya ayam integrator usaha","Netral"
-1,"harga garam telur harga terong murahbelum tembakaumencari sumber kppu tugas urus saing bisnisknp wenang urus hasil tani kasihan tani hantam finansial psikologis","Negatif"
1,"mudah dongkrak harga telur ayam","Positif"
